Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Need_Maintenance
Truck,56467.42412,Average,3,5,Electric,Automatic,800,84145.72939,26/10/2023,19/10/2025,Second,20193.63873,6,1,10.46448694,Good,New,1
Truck,35986.69894,Good,0,1,Diesel,Automatic,1000,16122.8504,18/9/2023,29/10/2024,Third,22502.57011,10,2,12.79642198,Good,Worn Out,1
Truck,61928.31541,Poor,1,8,Electric,Manual,800,29409.94856,9/11/2023,12/6/2025,Second,22570.36944,5,0,18.95770381,New,New,0
Truck,66393.86028,Average,2,6,Petrol,Manual,800,68628.06186,4/11/2023,10/8/2025,Second,13800.31644,6,3,12.35067576,New,New,1
Truck,68847.46847,Poor,0,4,Diesel,Manual,1500,139355.1037,3/11/2023,24/5/2024,First,14184.35163,6,2,10.38160779,New,Worn Out,1
Truck,82736.97535,Average,5,6,Diesel,Manual,1000,34437.52431,27/9/2023,27/6/2024,First,17570.42412,7,1,16.45663082,Worn Out,Worn Out,1
Truck,51604.47204,Poor,0,10,Petrol,Automatic,1000,1547.601968,28/11/2023,12/12/2024,Third,8611.610483,5,3,14.3463616,Worn Out,New,0
Truck,45423.94865,Poor,4,3,Petrol,Manual,1000,59128.37579,10/10/2023,11/11/2025,Second,19952.46687,3,0,12.82524218,Worn Out,Worn Out,1
Truck,74940.74246,Good,1,5,Electric,Automatic,2000,14995.35986,2/5/2023,9/4/2025,Third,20045.89452,1,1,16.90131462,Worn Out,New,0
Truck,68972.4001,Average,4,9,Petrol,Manual,2500,12356.8611,24/5/2023,11/1/2026,First,24326.4959,3,0,17.11853706,Worn Out,New,1
Truck,59266.30597,Average,0,10,Electric,Manual,800,2977.993596,3/11/2023,14/8/2024,First,21008.10411,8,1,13.44074819,Good,Good,1
Truck,68027.87171,Good,2,1,Petrol,Automatic,2000,103509.7039,20/6/2023,25/4/2025,Third,9778.263507,8,1,14.82072519,Worn Out,New,1
Truck,33935.02492,Poor,2,3,Petrol,Manual,800,18068.9405,27/6/2023,6/8/2025,First,11897.87477,7,3,17.06839626,Worn Out,Worn Out,1
Truck,78604.05994,Poor,5,3,Diesel,Manual,1000,65658.43284,15/2/2024,16/8/2025,Second,28895.70233,1,3,14.41023591,Worn Out,New,1
Truck,42848.87306,Good,1,8,Petrol,Automatic,2500,70754.16225,16/5/2023,12/12/2024,Third,29319.92297,10,1,13.25367152,Good,Worn Out,1
Truck,33084.34705,Poor,1,5,Petrol,Manual,800,32538.59907,20/4/2023,17/1/2025,Third,23587.68916,3,2,16.93539962,Good,Worn Out,1
Truck,37065.95051,Good,4,7,Electric,Automatic,1000,62212.53215,27/4/2023,14/12/2025,First,23659.74599,7,0,16.08185877,Worn Out,Good,1
Truck,66835.64489,Poor,3,2,Petrol,Manual,1500,117544.4903,21/1/2024,13/6/2025,Third,18653.26323,1,1,12.62633743,Good,New,1
Truck,71764.66688,Good,2,4,Diesel,Manual,800,106877.3862,29/5/2023,4/10/2024,Second,7842.418886,8,2,15.51991269,Good,Good,1
Truck,78782.25367,Poor,2,2,Petrol,Automatic,800,17424.11624,19/5/2023,11/2/2026,First,19105.27716,10,0,14.44311253,Worn Out,New,1
Truck,63758.73309,Good,0,2,Diesel,Manual,1000,118403.1399,12/5/2023,1/11/2024,Second,11418.92429,3,2,15.58404248,Good,Worn Out,1
Truck,38711.36409,Average,0,3,Electric,Automatic,1500,92668.83728,13/4/2023,11/6/2025,Second,9149.303231,3,2,13.05462603,Worn Out,New,0
Truck,31659.82171,Good,4,9,Petrol,Manual,2500,114513.81,30/4/2023,6/5/2025,First,13376.76539,8,0,13.46858804,New,Good,1
Truck,67165.93824,Average,2,10,Diesel,Manual,1000,132861.0419,2/7/2023,1/1/2026,Second,18155.77103,5,3,16.27500286,Good,Good,1
Truck,37922.90041,Average,2,4,Petrol,Automatic,2500,111062.3794,31/8/2023,8/12/2025,First,22180.54484,6,1,14.80045672,Good,Worn Out,1
Truck,48031.90838,Average,0,6,Electric,Manual,2000,127524.5575,23/10/2023,15/8/2024,First,23120.58524,6,1,14.65565706,New,New,0
Truck,42844.68857,Average,0,3,Diesel,Manual,1500,55735.68722,14/4/2023,29/12/2025,First,9981.314183,6,2,16.92556534,Worn Out,Good,1
Truck,45564.21456,Poor,1,9,Diesel,Manual,2000,19845.36578,1/5/2023,25/5/2025,Third,23177.91091,1,2,12.92445923,Worn Out,Good,1
Truck,47999.96344,Good,5,6,Diesel,Automatic,800,73809.43807,11/7/2023,9/3/2026,First,20788.76477,2,1,11.05016717,Good,Worn Out,1
Truck,57081.77739,Average,3,1,Petrol,Automatic,1500,9403.489823,7/7/2023,25/5/2025,Second,12615.99045,8,0,19.72289091,New,Good,1
Truck,50373.55192,Poor,4,1,Diesel,Manual,2500,107066.8468,30/12/2023,26/3/2025,Third,27398.27316,4,1,17.38952815,Worn Out,Good,1
Truck,54317.54738,Good,1,7,Electric,Automatic,2500,5645.292802,3/2/2024,4/6/2024,Third,10110.65333,7,3,18.88346722,New,Good,0
Truck,60165.32617,Poor,2,3,Electric,Manual,1500,45354.35768,4/5/2023,23/10/2024,Second,12673.65519,3,2,16.01631877,Worn Out,Good,1
Truck,71758.89153,Good,2,8,Diesel,Automatic,800,12340.04118,18/8/2023,18/3/2025,Third,13256.08557,5,0,19.33434141,New,Worn Out,1
Truck,60567.52487,Good,2,8,Diesel,Manual,800,141990.2001,15/6/2023,20/2/2026,Third,17835.96553,8,3,17.11360246,Good,Good,1
Truck,69073.72403,Poor,0,6,Petrol,Automatic,2000,31366.24075,25/11/2023,17/7/2024,Second,20618.88012,7,2,11.23558269,New,New,0
Truck,71987.3995,Poor,3,6,Diesel,Automatic,800,75781.15729,10/2/2024,28/8/2024,Second,17116.55317,7,1,16.70400943,Good,Good,1
Truck,46351.13924,Good,4,7,Electric,Manual,2500,148460.6222,18/11/2023,17/8/2025,Third,22354.6485,3,3,18.3377233,New,New,1
Truck,53514.51886,Average,0,6,Diesel,Automatic,1000,120850.2602,31/12/2023,4/1/2026,First,23534.2807,2,2,18.84569693,New,Worn Out,1
Truck,37436.31436,Average,4,5,Electric,Automatic,1000,58013.56664,31/8/2023,6/5/2024,Second,27385.38057,1,3,14.76796345,Worn Out,New,1
Truck,67165.13918,Average,5,2,Diesel,Automatic,2500,88222.79498,22/4/2023,9/8/2025,Second,18883.73527,7,3,12.93241886,Good,New,1
Truck,46197.47306,Good,2,3,Diesel,Automatic,1500,36102.34424,6/9/2023,29/12/2024,First,24649.5444,1,3,12.36285052,Good,Worn Out,1
Truck,68794.76175,Good,2,2,Petrol,Manual,1500,92709.60739,21/11/2023,7/8/2024,Second,7703.810315,9,1,13.75777732,New,New,0
Truck,54520.64914,Good,2,1,Electric,Automatic,2500,63627.28675,23/9/2023,8/11/2025,Second,6043.832054,7,2,16.26816821,Worn Out,New,1
Truck,32665.23896,Average,3,9,Petrol,Manual,800,146099.7584,13/1/2024,16/6/2025,Second,28848.66029,6,1,19.10472726,New,New,1
Truck,59174.87062,Poor,1,7,Electric,Manual,2000,84284.91861,16/1/2024,22/11/2024,Second,15646.15328,10,3,17.2403208,Good,New,1
Truck,52487.97432,Good,5,3,Diesel,Automatic,800,8802.744974,1/9/2023,4/3/2026,First,5927.114102,8,0,12.3219879,Good,Good,1
Truck,47072.13185,Average,5,6,Diesel,Automatic,2000,82488.67808,13/7/2023,19/10/2025,Second,20181.11834,4,0,15.47379453,New,Worn Out,1
Truck,54300.93831,Good,5,7,Petrol,Manual,800,88827.61684,12/4/2023,7/10/2025,Third,28272.94217,10,1,14.79115353,Worn Out,Worn Out,1
Truck,65519.3729,Good,5,2,Petrol,Automatic,800,96828.64681,11/5/2023,21/8/2025,First,25998.11168,2,0,18.54810279,Worn Out,Good,1
Truck,50860.6548,Poor,0,4,Electric,Automatic,2500,24310.83785,16/2/2024,24/1/2026,Second,11906.71835,10,1,16.64765884,Worn Out,Worn Out,1
Truck,30725.5931,Average,4,1,Electric,Automatic,1000,124753.1959,21/6/2023,4/12/2025,Second,6906.794073,2,1,12.59121179,New,Good,1
Truck,40162.95786,Poor,4,10,Diesel,Automatic,1500,56282.54752,2/11/2023,30/8/2024,Third,12841.66429,2,3,12.03352378,Worn Out,Good,1
Truck,33867.23816,Poor,0,3,Diesel,Automatic,800,52058.80293,23/11/2023,13/8/2024,Third,21698.99368,9,2,13.92204038,New,Worn Out,1
Truck,58176.19445,Good,3,2,Electric,Automatic,1000,121928.2189,3/2/2024,10/11/2024,Third,14265.38684,3,0,17.55415123,Good,Good,0
Truck,76571.27729,Poor,2,8,Petrol,Automatic,800,128951.6594,30/8/2023,3/4/2025,First,28639.35391,7,1,12.31690932,New,New,1
Truck,75231.79241,Poor,5,4,Electric,Automatic,800,152831.932,22/11/2023,18/11/2024,First,28067.23563,7,0,18.36704016,Good,Worn Out,1
Truck,75727.69467,Good,4,2,Electric,Manual,2500,130159.4036,3/6/2023,17/9/2025,Third,26757.08057,4,0,10.34450919,Worn Out,Good,1
Truck,65698.00906,Average,1,3,Electric,Automatic,800,5560.155686,27/8/2023,8/2/2025,Second,5822.462257,7,0,14.76291239,Good,New,1
Truck,53636.99159,Good,3,3,Diesel,Manual,2500,116971.4442,27/12/2023,12/11/2024,Second,19340.0861,10,2,10.04306033,New,Good,1
Truck,62962.92577,Good,0,5,Electric,Automatic,2500,37527.58266,25/10/2023,9/3/2025,First,28265.09086,7,3,19.02201698,Good,Worn Out,1
Truck,63026.80748,Average,4,3,Petrol,Automatic,2000,81181.63024,5/1/2024,13/8/2025,Third,23967.26872,8,1,18.19694666,Good,Worn Out,1
Truck,34169.58983,Poor,1,5,Petrol,Manual,2500,77000.73668,9/7/2023,8/5/2025,Third,18554.85053,5,2,19.06187844,Good,Good,0
Truck,62686.06497,Poor,0,7,Electric,Automatic,2500,3897.898691,24/9/2023,17/7/2024,First,19727.51817,5,1,18.54412093,Good,Good,1
Truck,73390.9112,Good,5,8,Diesel,Manual,800,82023.51541,12/11/2023,15/6/2025,Third,18365.73946,8,2,12.46970781,Good,Good,1
Truck,78109.0886,Poor,0,1,Petrol,Manual,1500,24049.44829,31/8/2023,12/6/2025,First,13062.52407,2,3,15.32663315,Worn Out,Worn Out,1
Truck,44217.93685,Average,4,5,Petrol,Manual,800,89477.23961,23/1/2024,10/9/2024,Second,8598.722365,4,2,13.87855365,Good,New,1
Truck,56723.23566,Average,3,9,Diesel,Automatic,800,117505.115,25/10/2023,11/8/2024,First,15133.49491,5,0,18.36394775,New,New,1
Truck,69657.01995,Poor,2,10,Petrol,Automatic,1000,140467.7103,20/10/2023,27/3/2025,Second,26659.55544,1,2,9.657977543,New,New,1
Truck,41006.30054,Average,0,3,Electric,Automatic,2500,92545.45006,8/6/2023,3/2/2025,Second,6006.509613,10,0,16.141729,Good,Worn Out,1
Truck,41442.12803,Good,2,2,Electric,Manual,1500,92911.84614,10/2/2024,2/5/2025,Third,26145.10633,8,0,12.79187126,Good,Worn Out,1
Truck,52369.61486,Poor,2,8,Petrol,Manual,2000,2859.649593,3/8/2023,20/7/2025,Third,22627.84183,6,0,13.7351831,Worn Out,Worn Out,1
Truck,63239.49944,Poor,5,1,Diesel,Automatic,1000,6236.110131,24/1/2024,1/3/2025,Second,17801.95383,4,3,15.013744,Worn Out,New,1
Truck,60265.41009,Good,2,6,Electric,Automatic,800,24371.0099,8/2/2024,30/5/2024,Second,6659.89361,9,2,17.68703861,Good,Good,1
Truck,39906.82485,Average,1,7,Electric,Manual,2500,87538.98615,16/4/2023,22/3/2025,Second,7581.812479,10,1,14.08043872,Good,Worn Out,1
Truck,35626.62171,Average,1,5,Petrol,Automatic,800,144246.8441,16/2/2024,13/7/2024,Third,11503.83455,7,1,14.37925487,Good,Worn Out,1
Truck,51648.15887,Average,4,1,Diesel,Automatic,1000,109384.5699,17/1/2024,13/5/2025,First,18312.45234,3,2,13.02386449,Good,New,1
Truck,66605.17332,Poor,2,8,Diesel,Manual,2500,98260.8723,13/8/2023,1/10/2024,Second,24752.6952,7,2,16.57070848,Worn Out,New,1
Truck,61815.93365,Average,0,2,Petrol,Automatic,1000,70778.50032,12/1/2024,26/10/2024,First,14388.89323,6,3,15.42207451,New,Good,0
Truck,33415.33048,Good,0,4,Petrol,Manual,1000,11225.69748,24/8/2023,19/10/2025,Second,8421.74864,7,3,14.61847548,New,New,1
Truck,76061.44149,Average,0,4,Diesel,Manual,800,7880.939122,13/10/2023,11/2/2026,Second,26307.87432,3,3,14.90792609,New,Worn Out,1
Truck,62724.11637,Good,1,10,Diesel,Automatic,1500,85393.71634,13/2/2024,22/12/2025,Second,6284.505763,4,3,16.32704019,Worn Out,Good,0
Truck,32659.76002,Good,2,4,Diesel,Manual,1500,133818.9302,19/7/2023,11/10/2024,Third,30036.6872,4,1,13.74987766,New,Worn Out,1
Truck,57516.40758,Good,4,6,Diesel,Automatic,1500,128685.2344,28/1/2024,22/4/2025,Third,19440.5641,10,0,15.7427453,Worn Out,Worn Out,1
Truck,35688.81803,Poor,5,1,Electric,Automatic,1500,10595.22289,22/6/2023,3/8/2024,First,19581.4125,10,1,16.04878521,Good,New,1
Truck,58085.24231,Average,0,3,Electric,Manual,1000,47654.1869,18/7/2023,31/12/2024,Second,26218.48156,5,2,16.52967653,Worn Out,Good,0
Truck,58212.95622,Poor,2,5,Electric,Manual,2500,134927.4613,15/7/2023,12/6/2025,Second,19033.03333,6,3,17.65015286,Good,Worn Out,1
Truck,62589.28689,Poor,0,6,Petrol,Automatic,800,87315.72633,19/11/2023,1/12/2024,First,7667.095978,8,2,15.54241489,Worn Out,New,1
Truck,58632.46609,Average,3,9,Electric,Automatic,800,154674.3311,18/6/2023,15/1/2026,Third,26063.37135,5,2,12.98279664,New,New,1
Truck,52536.22604,Average,5,7,Diesel,Manual,1500,64240.26825,7/5/2023,30/10/2024,Third,24615.85113,6,1,13.48593045,Worn Out,Worn Out,1
Truck,55007.7616,Average,5,3,Electric,Automatic,800,31405.04833,4/7/2023,25/10/2024,Third,26057.10247,3,2,18.05546762,New,Worn Out,1
Truck,46683.98292,Good,0,8,Electric,Manual,1500,19798.35274,5/7/2023,15/5/2024,Second,18575.82123,2,3,13.32454873,Worn Out,New,0
Truck,66975.87193,Average,3,8,Electric,Automatic,2500,49195.56118,16/5/2023,21/12/2025,Third,20542.03944,10,3,17.32486608,Good,New,1
Truck,63000.81485,Average,4,6,Petrol,Automatic,2500,55491.61065,15/7/2023,31/10/2024,Third,24174.79795,10,1,17.05355779,New,Worn Out,1
Truck,37960.20353,Average,4,1,Petrol,Manual,800,101757.5916,3/1/2024,30/8/2025,First,27371.24668,1,1,14.29696535,Worn Out,Good,1
Truck,55268.12743,Good,4,3,Petrol,Automatic,800,117641.7715,13/11/2023,29/8/2025,First,25997.48623,10,0,14.25815082,New,New,1
Truck,31076.06655,Average,4,5,Electric,Automatic,2500,81193.84195,19/9/2023,15/1/2026,Third,27965.03764,9,3,20.27338551,New,New,1
Truck,52573.24717,Poor,0,6,Diesel,Automatic,800,100452.371,23/6/2023,18/9/2024,Third,23435.0344,2,0,19.42120556,Worn Out,Good,0
Truck,69869.95506,Average,2,2,Diesel,Manual,2000,33399.13345,14/9/2023,31/12/2025,First,28538.07262,3,3,20.13781417,Worn Out,Worn Out,1
Truck,60491.31201,Average,1,10,Diesel,Manual,800,118514.3898,6/7/2023,21/6/2025,Third,20039.68586,7,0,17.09314737,Good,Worn Out,1
Truck,55496.44548,Poor,0,9,Electric,Automatic,2500,122439.9946,9/4/2023,24/10/2025,Third,28387.3379,7,2,9.685475685,Worn Out,New,1
Truck,65156.03468,Poor,4,6,Petrol,Manual,1000,41828.41577,25/1/2024,28/2/2026,First,15424.78185,5,0,14.04461042,Good,Good,1
Truck,56912.33691,Average,5,2,Diesel,Automatic,1500,140449.8183,22/4/2023,6/12/2025,First,24624.62754,3,0,9.946696134,Worn Out,Worn Out,1
Truck,45960.96099,Good,3,10,Electric,Automatic,2000,90781.59178,18/7/2023,2/12/2025,First,9110.995287,6,1,19.86004269,Good,Worn Out,1
Truck,48540.69687,Good,1,5,Diesel,Manual,2500,106627.2303,19/6/2023,31/7/2024,Third,25893.56358,5,3,14.9495785,New,New,1
Truck,38359.96068,Good,4,5,Diesel,Manual,2000,40949.42445,13/1/2024,4/10/2025,First,19856.43946,3,1,13.7906851,Good,Worn Out,1
Truck,73774.5576,Poor,4,9,Diesel,Automatic,2000,26539.17825,24/12/2023,21/6/2024,First,24476.22065,9,3,13.70234583,Good,Worn Out,1
Truck,49639.10483,Average,3,6,Diesel,Automatic,2000,107139.3785,7/8/2023,7/10/2024,First,8399.786041,9,0,13.43455312,Worn Out,Worn Out,1
Truck,37835.61241,Good,2,1,Electric,Manual,800,3089.834347,4/11/2023,23/11/2025,Second,22893.85541,3,2,14.32610327,Good,Good,0
Truck,37534.60585,Poor,4,5,Petrol,Manual,1000,68905.80992,25/2/2024,13/2/2026,Third,27174.6024,1,1,18.04352915,Worn Out,Worn Out,1
Truck,31207.15864,Good,2,6,Petrol,Manual,800,59958.25147,14/11/2023,26/4/2025,First,8751.619859,6,1,15.82365165,Good,Worn Out,1
Truck,69572.88311,Poor,4,9,Diesel,Automatic,2000,47941.02244,13/4/2023,21/12/2025,First,16859.47391,4,3,16.73463136,New,Good,1
Truck,46959.98195,Average,4,3,Electric,Automatic,800,137077.6345,7/9/2023,28/2/2025,First,10373.90281,3,1,19.25529014,Worn Out,Good,1
Truck,63063.97078,Average,4,1,Electric,Manual,1000,130483.0576,11/1/2024,21/7/2025,Second,28178.94734,6,3,12.96865343,Worn Out,New,1
Truck,64760.10067,Average,5,8,Petrol,Automatic,1500,70324.10335,28/12/2023,27/4/2025,Second,9972.700621,7,1,15.76715633,New,New,1
Truck,45529.04387,Average,3,2,Diesel,Manual,1000,51773.87605,11/10/2023,18/6/2025,First,26021.94453,9,0,10.61597512,New,Good,1
Truck,44819.70289,Good,4,10,Petrol,Automatic,2000,51282.15304,8/6/2023,18/2/2025,Third,19961.34093,6,3,13.28032454,New,New,1
Truck,69499.62967,Average,3,9,Electric,Manual,800,30257.43574,1/4/2023,22/9/2025,Second,5750.03486,5,1,19.9900486,Good,Worn Out,1
Truck,59629.09178,Average,5,8,Petrol,Automatic,2500,132281.5473,21/12/2023,28/6/2025,Third,21991.27444,4,2,15.22952141,New,New,1
Truck,58967.89959,Good,5,2,Diesel,Automatic,1000,57310.32658,30/10/2023,7/9/2024,Second,20826.07603,3,0,18.59931947,Good,Worn Out,1
Truck,60653.00958,Good,3,6,Petrol,Manual,1500,45975.50417,11/11/2023,1/11/2025,Third,26556.11736,4,3,19.25515254,New,Worn Out,1
Truck,31345.87261,Average,4,6,Diesel,Manual,1000,82183.01827,1/7/2023,26/2/2026,First,22140.31642,2,2,14.63297702,Good,Good,1
Truck,70861.40685,Average,0,3,Electric,Automatic,2500,122288.2804,13/12/2023,14/6/2025,Third,25411.50644,1,0,14.70445493,Good,Worn Out,1
Truck,33151.86137,Poor,0,7,Electric,Automatic,2000,110010.0025,16/10/2023,14/9/2025,First,5556.446509,6,3,18.46479515,Worn Out,New,0
Truck,70333.29378,Average,5,3,Petrol,Automatic,2500,31260.77795,9/10/2023,28/4/2024,Second,20885.33551,6,1,17.72551278,Good,Worn Out,1
Truck,77544.85124,Good,5,8,Diesel,Manual,800,90248.01821,16/8/2023,11/11/2025,First,13880.46978,8,3,10.9059834,Worn Out,Good,1
Truck,45385.2511,Good,1,9,Petrol,Manual,1000,56964.17284,16/4/2023,14/2/2025,Third,13899.05126,1,1,13.28831357,Good,Good,0
Truck,73821.68415,Average,4,6,Electric,Automatic,800,146344.6099,23/11/2023,27/7/2025,First,20869.83784,10,3,14.79859291,Good,Worn Out,1
Truck,66606.1443,Good,2,6,Petrol,Manual,2500,107632.8366,2/5/2023,14/1/2025,Second,26607.90601,6,0,9.976351999,New,Good,0
Truck,43556.30319,Poor,0,3,Electric,Automatic,2000,127944.2512,17/7/2023,27/2/2026,Third,29072.48302,10,2,18.65190173,Good,New,1
Truck,41238.84358,Poor,3,9,Diesel,Manual,1000,63874.4205,17/12/2023,28/5/2024,First,28737.50125,3,0,14.68091789,New,Worn Out,1
Truck,54000.90424,Poor,3,9,Petrol,Automatic,1500,26542.47924,20/6/2023,29/5/2025,Second,11119.02804,10,3,14.52727912,Good,Worn Out,1
Truck,51374.84682,Good,1,8,Petrol,Manual,800,38993.26126,4/2/2024,5/9/2025,First,10075.34538,4,2,18.78558346,New,Good,0
Truck,33947.38307,Average,0,7,Electric,Manual,800,90161.44631,30/12/2023,22/2/2025,Third,29597.59019,4,3,14.95230187,Good,Good,0
Truck,41432.35541,Good,1,1,Electric,Manual,1500,93648.24101,24/2/2024,14/5/2024,Third,18237.52597,8,2,13.28731399,Good,New,1
Truck,55374.07089,Poor,2,2,Petrol,Manual,2500,89214.32973,26/11/2023,25/8/2024,First,20001.17784,10,1,18.03535852,Worn Out,Worn Out,1
Truck,55072.45294,Good,4,4,Diesel,Manual,2000,63130.57367,15/11/2023,29/6/2024,Third,14259.93702,3,3,11.97124398,Good,Good,1
Truck,59148.72582,Average,2,3,Electric,Manual,1000,2286.395706,31/1/2024,9/7/2025,First,9393.767023,2,3,17.54837537,Good,Worn Out,1
Truck,49680.7716,Good,3,7,Petrol,Manual,2000,5737.114079,31/8/2023,15/2/2026,First,31303.08933,10,1,18.34557798,Good,Good,0
Truck,44899.53306,Good,5,5,Petrol,Automatic,800,20664.15197,6/6/2023,24/12/2025,Second,12461.08493,2,1,13.92636608,Worn Out,Good,1
Truck,73139.19435,Good,5,3,Petrol,Manual,800,39710.33399,31/12/2023,10/9/2025,First,11171.60676,7,2,15.76799543,New,Good,1
Truck,75553.5577,Average,5,2,Petrol,Manual,2000,12090.47205,25/1/2024,13/12/2024,First,13887.09056,8,0,13.88821908,Good,New,1
Truck,79294.26394,Good,5,10,Electric,Manual,2500,103829.5559,1/7/2023,10/8/2025,First,5197.081571,3,2,12.87777327,New,Worn Out,1
Truck,45969.99168,Good,4,2,Petrol,Automatic,800,107809.0239,5/8/2023,19/5/2024,Second,19300.39268,7,0,19.17627829,New,Good,1
Truck,66004.79115,Average,2,2,Diesel,Manual,1500,122681.9925,16/12/2023,29/9/2025,Second,15908.20287,3,2,11.78394836,Worn Out,Worn Out,1
Truck,34701.54607,Good,2,7,Petrol,Manual,2000,80253.92834,15/5/2023,1/9/2025,Second,30328.31524,1,0,11.02813915,Worn Out,Worn Out,1
Truck,73513.87691,Poor,1,10,Petrol,Automatic,1500,44782.85688,12/10/2023,22/9/2024,Third,23069.88059,7,2,19.09631832,Good,New,1
Truck,52383.91862,Average,0,3,Petrol,Automatic,1000,139326.7172,15/1/2024,19/12/2025,First,11708.11165,9,2,13.99881388,Good,Good,1
Truck,45207.60752,Average,3,7,Petrol,Manual,2000,108869.9168,20/6/2023,4/3/2026,Third,24272.56011,3,0,11.73794196,New,New,1
Truck,65506.23869,Poor,2,6,Diesel,Manual,2000,112040.5316,17/2/2024,24/2/2025,First,29542.53657,2,3,11.85394822,Good,New,1
Truck,55033.12354,Average,5,3,Petrol,Manual,1000,62204.91207,21/7/2023,20/1/2025,Third,23750.16269,6,2,15.5466278,Good,Worn Out,1
Truck,71065.03563,Poor,1,10,Petrol,Manual,2000,126607.0909,20/1/2024,25/4/2025,Second,29789.76881,9,1,16.46153111,Worn Out,New,0
Truck,51149.96926,Poor,3,10,Petrol,Automatic,1000,105561.9634,27/6/2023,8/10/2025,Second,8481.410296,10,3,13.00822673,New,Good,1
Truck,67951.02097,Good,4,5,Electric,Automatic,1000,33631.23219,14/9/2023,18/8/2025,First,10014.51196,6,0,16.57958462,New,New,1
Truck,65061.6597,Good,1,3,Diesel,Automatic,2500,20189.03599,8/12/2023,11/11/2025,Third,12524.53331,3,2,19.51425687,Worn Out,Good,0
Truck,34297.52299,Average,1,8,Electric,Automatic,1500,59583.7578,2/9/2023,3/12/2024,First,23910.08432,10,3,10.43550061,Good,New,1
Truck,42003.9137,Average,2,5,Diesel,Automatic,1500,60356.94043,29/11/2023,7/11/2025,Second,24206.16626,3,1,12.5137099,Good,Worn Out,1
Truck,61798.06086,Poor,0,7,Diesel,Automatic,2000,46262.55267,27/11/2023,6/2/2026,Second,11654.89478,5,1,12.40454787,New,Worn Out,1
Truck,60607.59487,Good,3,5,Electric,Manual,2500,27650.56955,20/1/2024,26/11/2024,First,6715.50633,2,1,13.88953075,Worn Out,New,1
Truck,36897.31049,Average,5,2,Petrol,Manual,1500,81357.36235,1/5/2023,27/1/2026,First,8125.80463,10,1,13.35445938,Good,Good,1
Truck,81837.53079,Average,2,5,Diesel,Automatic,800,26085.09042,15/8/2023,19/6/2025,Second,29100.587,3,0,9.773041878,Good,New,1
Truck,59301.18559,Poor,2,1,Electric,Manual,2500,1564.751511,19/6/2023,11/1/2025,Second,21680.17452,3,2,13.6372915,Good,Worn Out,1
Truck,53541.29634,Average,1,8,Petrol,Manual,1500,93689.06991,14/2/2024,17/5/2024,First,20894.18016,8,1,15.78322826,New,Good,0
Truck,31211.73157,Good,0,10,Petrol,Automatic,2500,10494.76793,26/6/2023,31/7/2024,Second,22100.89597,6,1,13.24900179,Good,New,1
Truck,67862.56644,Average,5,6,Electric,Automatic,2500,115176.7649,5/9/2023,12/5/2024,First,18323.65373,2,2,11.68098836,New,New,1
Truck,54553.76428,Average,0,1,Diesel,Automatic,2500,90174.86944,3/12/2023,7/7/2025,First,19822.73326,8,0,15.32244873,New,Worn Out,1
Truck,57482.08739,Good,3,7,Petrol,Manual,2500,30976.83265,2/1/2024,5/11/2025,First,25789.75861,1,1,20.0469655,New,Good,1
Truck,75108.25241,Good,0,6,Diesel,Automatic,1500,94906.64308,11/5/2023,12/9/2024,First,13696.05801,7,2,14.18662825,Worn Out,Worn Out,1
Truck,44801.52336,Good,3,9,Electric,Automatic,1500,20885.14365,10/2/2024,11/8/2024,Second,29043.4051,10,3,16.33096041,Worn Out,New,1
Truck,32360.01748,Average,2,10,Petrol,Manual,2500,138116.9202,25/6/2023,25/4/2025,Second,7512.132712,7,0,10.22501271,Worn Out,New,1
Truck,71961.70691,Average,5,6,Petrol,Automatic,800,4769.783946,3/5/2023,10/2/2026,Third,6370.139529,3,3,13.37915813,Good,New,1
Truck,37661.53631,Poor,3,6,Diesel,Automatic,1000,67614.59648,31/8/2023,20/1/2026,Second,8925.748884,8,3,13.0160432,Worn Out,Worn Out,1
Truck,45574.94173,Good,2,7,Petrol,Manual,1500,13244.53344,4/12/2023,31/7/2025,Second,27965.79091,4,3,16.44358088,New,New,0
Truck,45514.18114,Good,4,5,Electric,Automatic,800,113206.2042,9/12/2023,5/4/2025,First,15711.46187,6,0,10.51729238,Worn Out,New,1
Truck,49891.94201,Poor,5,5,Diesel,Manual,1500,129333.4482,22/5/2023,24/9/2025,First,20797.2301,9,1,18.02199444,New,Worn Out,1
Truck,70139.23531,Poor,4,9,Diesel,Manual,1500,60182.6497,13/5/2023,16/9/2024,Third,13431.14361,7,2,19.05084572,New,New,1
Truck,53486.51792,Average,0,8,Petrol,Automatic,1500,100295.923,11/7/2023,26/2/2025,First,10834.06302,1,1,18.37332318,Good,Good,1
Truck,44594.01936,Good,3,9,Electric,Manual,2500,89280.3048,2/11/2023,24/1/2025,Second,27799.15159,8,3,13.28343964,Worn Out,New,1
Truck,75463.76373,Poor,1,7,Diesel,Automatic,800,30829.77804,23/7/2023,25/7/2024,Second,13090.33625,7,2,15.57793814,Good,Worn Out,1
