,55137.63365,2756.881682,,,,,,,,,,,,,,,,,,,,
Truck,75384,0.95772271,Poor,5,4,Diesel,Manual,800,78365,0.988307661,11/10/2023,22/7/2025,Third,8217,7,2,14.03894217,1.006407431,New,Worn Out,Weak,1
Truck,66935,1.005131243,Poor,1,7,Petrol,Manual,1500,25734,0.985869543,15/5/2023,12/5/2025,Third,27653,9,2,10.78642265,0.986050285,New,New,Good,1
Truck,71922,1.045227962,Average,5,9,Diesel,Automatic,800,64464,1.03198725,20/5/2023,3/11/2024,Third,19004,8,3,13.96986789,0.966333674,New,New,New,1
Truck,41373,0.985624856,Poor,3,8,Electric,Manual,2500,69109,1.032696986,13/5/2023,16/7/2025,First,21532,1,1,13.25709956,1.003174784,New,Worn Out,Good,1
Truck,73133,0.957707919,Good,2,5,Petrol,Manual,2500,34074,1.039295395,7/2/2024,23/10/2024,Second,24279,3,3,19.33542857,0.996761247,Worn Out,Good,Good,0
Truck,35347,1.046827612,Poor,2,4,Diesel,Automatic,1500,101698,0.988508867,27/11/2023,10/6/2025,First,15808,2,1,13.49546109,0.950105765,Worn Out,Good,Good,1
Truck,43638,0.998030844,Poor,1,9,Diesel,Automatic,1000,138180,0.952279777,20/9/2023,3/2/2026,Second,28972,4,3,12.56268006,0.977635765,Good,Worn Out,Weak,1
Truck,67115,1.040528002,Average,3,9,Diesel,Manual,2000,64127,1.042226772,19/7/2023,30/12/2025,Third,26707,8,2,18.00488583,1.016943125,Worn Out,Good,Good,1
Truck,63132,0.994287457,Average,2,2,Diesel,Automatic,1500,51953,1.007258919,21/9/2023,16/1/2025,First,23955,1,1,15.4091308,0.983850786,New,New,New,0
Truck,43545,1.045479346,Average,1,4,Petrol,Manual,2000,8609,0.994333249,30/3/2023,12/10/2024,Third,16729,9,2,12.70739639,1.000195084,Good,New,New,1
Truck,66412,1.015079476,Poor,2,7,Diesel,Manual,800,57748,1.021823091,20/12/2023,18/11/2025,Second,13308,8,3,11.09745726,0.9677301,Worn Out,New,New,1
Truck,54084,0.995547823,Poor,0,8,Petrol,Manual,2500,58186,0.953951637,31/10/2023,8/9/2024,Third,17690,5,3,16.91558153,0.973340928,Worn Out,New,Good,0
Truck,61951,1.011715192,Average,3,6,Diesel,Manual,1000,101253,1.027812906,30/8/2023,17/3/2025,First,9981,4,3,14.2176026,1.02111054,Worn Out,Good,Weak,1
Truck,73150,0.984276764,Poor,3,8,Petrol,Manual,800,37055,1.046519915,28/9/2023,1/8/2024,First,18130,4,2,12.72325839,0.989023872,New,Worn Out,Weak,1
Truck,70647,0.997829237,Average,0,4,Petrol,Manual,2500,136311,0.97440767,19/10/2023,27/5/2024,First,28614,8,3,10.46397592,1.049307267,Worn Out,Good,New,1
Truck,58709,0.979454371,Average,5,7,Electric,Manual,800,134614,0.957330685,9/5/2023,17/8/2024,Third,13125,8,1,10.16161825,1.003895392,Worn Out,Good,Weak,1
Truck,63809,1.021506077,Average,1,8,Electric,Automatic,800,114512,0.953439879,21/12/2023,28/9/2025,First,19468,4,0,12.21448066,1.035058878,Good,New,New,0
Truck,53174,0.955547309,Poor,3,7,Petrol,Manual,1500,103442,0.956293246,11/11/2023,19/8/2025,Second,23495,1,2,14.2497554,1.023916312,Worn Out,New,Weak,1
Truck,78033,0.962648152,Poor,3,4,Diesel,Automatic,800,32204,1.034444706,28/7/2023,14/5/2024,First,26685,6,2,16.74055474,1.011554534,Good,New,Good,1
Truck,43113,0.953945483,Poor,0,4,Petrol,Manual,2000,5068,1.022669894,3/12/2023,21/1/2025,Second,6092,1,1,11.08919912,0.989582153,New,New,Weak,1
Truck,62782,1.02914583,Poor,1,2,Petrol,Manual,800,145072,1.049104653,14/11/2023,4/8/2024,Third,7684,6,3,18.90797532,0.996857201,Worn Out,New,Weak,1
Truck,47211,1.019289736,Average,2,1,Diesel,Manual,2000,96972,0.961921915,5/11/2023,17/1/2025,Third,12114,7,3,19.14833671,1.047073688,New,New,New,0
Truck,56294,0.97219632,Poor,1,8,Electric,Manual,1000,109392,0.989006278,30/6/2023,21/8/2024,Second,11294,2,1,14.08838872,0.964742467,Good,Good,New,0
Truck,64005,1.022041875,Poor,0,3,Diesel,Automatic,1000,116603,1.034420033,7/9/2023,4/8/2024,Third,19566,4,2,12.47349761,1.043609644,Worn Out,New,Good,0
Truck,47764,0.974378401,Good,4,6,Electric,Automatic,800,46818,0.978682721,15/6/2023,8/7/2024,Third,29477,10,3,17.87515871,1.01578466,Good,Worn Out,New,1
Truck,42438,1.035964694,Poor,5,5,Petrol,Automatic,2500,106487,0.988183771,25/8/2023,31/8/2025,Second,11533,9,1,12.18191985,0.972604094,Good,New,New,1
Truck,71801,0.992803946,Good,1,5,Petrol,Automatic,1500,25341,1.012923792,6/2/2024,13/11/2025,First,24938,9,1,19.29481181,0.952232443,Worn Out,New,Good,0
Truck,72754,1.049411215,Average,3,1,Diesel,Manual,800,3749,0.996027967,27/6/2023,14/10/2024,First,21033,6,0,10.0623717,0.985006238,Worn Out,Worn Out,Weak,1
Truck,48140,1.039411775,Average,0,9,Diesel,Manual,1500,125016,1.027198227,25/1/2024,7/7/2025,First,7284,7,2,12.16716766,1.023221469,Worn Out,Worn Out,Good,1
Truck,62645,1.016667687,Good,2,4,Petrol,Automatic,2500,4094,1.014105095,28/8/2023,16/5/2025,Third,8200,3,3,14.95191807,0.991963291,New,Worn Out,Weak,1
Truck,43251,1.048163763,Good,0,4,Petrol,Automatic,2000,6341,1.00390406,27/5/2023,4/11/2024,First,12324,3,3,17.17143138,1.03436427,New,Worn Out,New,1
Truck,71953,1.034565863,Good,3,2,Diesel,Manual,2500,7883,0.960139468,14/1/2024,7/4/2025,First,16361,4,1,16.55679034,0.988896749,Worn Out,Worn Out,Weak,1
Truck,73017,0.96584352,Good,1,9,Electric,Manual,1500,49446,0.992446037,30/11/2023,1/8/2025,First,15562,3,2,19.87610118,1.041901022,New,New,Weak,1
Truck,64605,1.005654926,Good,2,10,Electric,Automatic,800,37141,1.033309104,17/7/2023,25/10/2024,Third,6545,9,3,14.51138048,0.955835134,Good,New,Weak,1
Truck,72697,1.011537372,Good,0,4,Petrol,Manual,1000,53792,1.039852885,16/12/2023,8/3/2026,Second,29817,6,1,16.0428437,1.047379412,Good,New,New,0
Truck,35957,0.988605089,Poor,0,9,Electric,Automatic,2500,23381,0.965163514,26/2/2024,18/2/2026,Second,10909,9,2,11.90475585,1.021993044,Good,New,Good,1
Truck,74755,1.03580258,Poor,1,4,Electric,Manual,2500,75329,1.018351561,13/2/2024,12/12/2025,Third,27708,5,0,19.31001538,0.959924454,Worn Out,Worn Out,Weak,1
Truck,30150,1.047525409,Poor,5,6,Petrol,Automatic,800,12188,1.00306981,19/8/2023,18/9/2024,Second,14401,3,3,18.61465289,1.035323626,New,New,Good,1
Truck,78716,0.991308517,Poor,1,10,Electric,Automatic,800,80335,1.020897763,27/1/2024,4/8/2024,Third,28644,6,0,13.32316513,1.021963463,Good,Worn Out,Weak,1
Truck,52093,0.995292171,Good,3,4,Diesel,Manual,1500,140175,1.017391988,5/9/2023,19/11/2025,Third,19875,7,0,13.24075247,0.954797786,New,New,Good,0
Truck,38436,0.958941718,Poor,4,9,Petrol,Manual,2500,132930,0.985320252,13/6/2023,26/9/2024,Second,11707,10,2,18.50665528,0.966569738,Worn Out,New,Weak,1
Truck,30893,0.965049321,Poor,2,3,Electric,Automatic,2500,41793,1.031521554,25/6/2023,4/2/2025,Second,22184,9,2,12.41016434,1.045777506,Worn Out,New,New,1
Truck,32028,1.047113982,Average,3,8,Petrol,Manual,1500,130553,1.040363123,30/1/2024,12/5/2025,First,22941,5,1,16.2258475,1.004715553,Good,Good,New,1
Truck,41022,1.010625019,Poor,3,10,Diesel,Manual,2000,47913,1.038863387,20/8/2023,12/1/2025,Second,12862,10,3,13.03483794,1.025936226,New,New,Good,1
Truck,52730,0.980747693,Average,3,6,Petrol,Automatic,1000,64972,0.96075363,5/8/2023,30/7/2025,Second,27243,4,3,10.80646658,1.048998954,New,New,New,1
Truck,50202,0.993624424,Good,2,9,Diesel,Automatic,800,66655,1.0061677,9/7/2023,27/7/2024,First,21523,6,1,10.57614028,1.012763033,Good,Worn Out,Weak,1
Truck,61740,0.985069815,Poor,1,9,Petrol,Manual,800,141370,0.98695786,4/9/2023,20/6/2024,First,26358,9,3,10.59776384,0.966594449,Good,Worn Out,Weak,1
Truck,45579,1.026956315,Good,5,7,Diesel,Manual,1500,111976,1.038078488,25/12/2023,10/6/2024,First,11323,9,1,17.10471722,0.960194597,Good,Worn Out,Weak,1
Truck,50859,1.02337111,Good,3,6,Petrol,Manual,800,144317,0.975289489,20/1/2024,7/11/2024,Second,13447,2,0,19.09202924,0.965154711,Good,Worn Out,Weak,1
Truck,70227,0.980194542,Poor,4,10,Diesel,Automatic,2500,76739,0.992031965,15/2/2024,12/10/2024,Third,12137,9,0,11.72718999,1.025129421,Good,New,New,1
Truck,43564,1.033310835,Good,3,10,Petrol,Manual,1000,119900,0.991724059,12/6/2023,27/6/2025,Third,14534,7,1,11.3272326,1.004597725,Good,Worn Out,New,1
Truck,55150,0.963850241,Good,1,6,Diesel,Automatic,1000,143570,1.044650801,10/11/2023,21/12/2024,First,7517,9,0,15.28088997,1.002891923,Worn Out,Good,Weak,1
Truck,54792,1.047558063,Poor,0,4,Electric,Manual,1500,64420,1.0285005,28/7/2023,6/3/2026,First,17342,2,0,12.64546222,0.960531571,Good,Good,Good,0
Truck,57232,0.96717355,Average,0,8,Diesel,Automatic,2000,138309,1.025703525,27/1/2024,9/12/2025,Second,28462,2,1,13.4877193,0.999583358,New,Worn Out,Good,1
Truck,44492,1.001870855,Average,2,2,Diesel,Automatic,2000,81458,1.030759967,25/2/2024,11/5/2025,Second,26551,2,3,10.11203796,1.047830666,Good,Good,Weak,1
Truck,78532,1.000273658,Good,1,8,Petrol,Automatic,2000,37566,0.998209128,13/10/2023,10/4/2025,First,26113,4,0,12.92194127,0.95601648,Good,Good,Good,0
Truck,77669,0.972071975,Good,4,9,Petrol,Manual,1000,69470,0.950655154,13/7/2023,25/7/2024,First,23532,9,0,13.17453095,1.022310305,Good,Good,Good,1
Truck,47857,0.984114647,Good,4,4,Diesel,Automatic,1000,124617,1.035614119,2/1/2024,22/6/2025,Third,14133,10,3,16.12113146,1.045347317,New,New,Weak,1
Truck,40726,1.008499953,Average,4,6,Diesel,Manual,2500,127945,0.975888525,1/12/2023,20/11/2025,Third,17195,10,1,17.39461173,1.02851587,New,Good,New,1
Truck,44271,0.950061491,Good,0,5,Diesel,Automatic,2000,54776,1.017535993,3/11/2023,21/11/2025,First,28562,7,1,15.34085079,1.022951945,Good,New,Good,0
Truck,41019,0.986126002,Good,0,8,Petrol,Manual,2000,53931,1.025480214,7/2/2024,14/1/2026,Third,20870,1,0,17.77328757,1.028530232,Good,New,Good,0
Truck,38299,0.988041636,Good,1,9,Diesel,Manual,2000,101112,0.998805537,1/8/2023,26/12/2024,First,20049,7,1,17.1826988,0.9841868,New,Good,Weak,1
Truck,56115,1.02542066,Poor,1,7,Petrol,Manual,1500,51739,1.025320894,12/8/2023,16/11/2025,Second,18359,3,3,14.81537088,0.980232144,New,New,Good,0
Truck,55130,0.952591655,Average,5,2,Diesel,Automatic,2500,63006,0.973071336,3/5/2023,22/10/2024,Third,24886,5,3,10.0010644,1.042075216,Good,Worn Out,New,1
Truck,55975,0.952329921,Good,0,9,Diesel,Manual,1500,111795,1.00157185,17/8/2023,3/12/2024,First,29999,5,1,14.26990295,0.954719584,New,Worn Out,Good,1
Truck,77857,1.021541253,Good,3,4,Petrol,Automatic,2000,80724,0.971598666,23/8/2023,11/11/2025,First,22468,3,1,13.4208605,0.990656359,Worn Out,Good,Weak,1
Truck,43219,1.024691019,Average,4,6,Electric,Automatic,1000,29954,1.009400083,29/10/2023,2/12/2025,Second,27016,6,0,10.77451864,0.977854155,New,New,Weak,1
Truck,78044,0.984151164,Average,0,10,Diesel,Automatic,2000,1449,0.951784729,17/5/2023,12/9/2024,Second,22838,5,1,17.18758432,0.989526005,Good,New,Good,0
Truck,56553,1.022082982,Poor,3,4,Electric,Manual,2000,94635,0.977392567,24/1/2024,9/6/2024,First,28413,3,3,12.86534389,0.950430357,Worn Out,New,New,1
Truck,73025,0.967055199,Poor,2,5,Diesel,Automatic,800,12740,0.969513188,22/10/2023,30/5/2024,Second,13815,7,1,18.62902586,0.975015152,Worn Out,Good,Good,1
Truck,65424,0.965985285,Poor,5,6,Diesel,Automatic,1000,48187,1.018400647,10/9/2023,23/9/2024,Third,14005,4,3,14.24460563,1.047190768,Worn Out,Worn Out,Weak,1
Truck,64622,1.049480248,Poor,3,6,Diesel,Automatic,2500,36750,1.023989254,16/11/2023,22/1/2025,First,24781,10,3,19.5782588,1.027361572,New,New,New,1
Truck,79944,0.953974214,Average,1,7,Petrol,Automatic,1000,49786,0.989189735,20/2/2024,5/7/2025,Second,10656,4,3,11.9244048,0.952377627,Worn Out,Good,Good,0
Truck,70300,0.97261875,Poor,5,2,Diesel,Manual,800,1981,0.960690157,23/8/2023,1/3/2025,First,8410,1,2,13.61594562,0.962873245,New,Worn Out,New,1
Truck,57972,0.972875283,Poor,5,8,Diesel,Manual,1500,32960,1.007098681,2/12/2023,5/12/2025,Third,16703,5,1,18.25643368,1.031026197,New,Good,Weak,1
Truck,64517,0.961871151,Poor,3,2,Electric,Automatic,800,143074,0.964069863,23/9/2023,16/2/2026,Third,19103,1,3,15.47354067,1.046614975,Worn Out,New,New,1
Truck,77249,0.976474781,Average,0,8,Petrol,Manual,1500,99586,0.990211862,2/5/2023,23/10/2025,Second,25087,10,1,18.06469004,1.028232738,New,Worn Out,Good,1
Truck,53502,0.950255952,Average,2,8,Electric,Automatic,2000,38383,1.031755925,22/5/2023,2/4/2025,First,22936,10,2,11.4496289,0.985941802,Worn Out,Good,Weak,1
Truck,69207,1.013190049,Good,2,1,Petrol,Manual,2500,96102,1.013188783,4/2/2024,19/8/2024,Third,18485,8,2,15.96082857,1.036547367,New,Good,Weak,1
Truck,63229,0.968804734,Average,4,7,Diesel,Manual,1000,98922,1.00749489,4/2/2024,23/3/2026,Second,25889,6,2,12.25595742,1.007323848,Good,Good,New,1
Truck,47932,0.962586391,Average,4,10,Electric,Automatic,1500,83898,0.986789209,24/6/2023,4/3/2026,Second,13055,10,3,19.59079602,1.015104389,New,Good,New,1
Truck,44875,0.963835444,Poor,4,4,Electric,Automatic,2000,108425,1.020564589,26/7/2023,16/6/2025,Second,26543,6,2,18.77311771,1.043585651,New,Worn Out,Weak,1
Truck,56635,1.033326671,Poor,3,10,Petrol,Manual,2500,85766,0.952953746,11/7/2023,1/9/2025,Third,23386,8,2,11.10530698,0.959098547,Good,Good,New,1
Truck,61867,0.996132909,Poor,5,3,Diesel,Manual,2000,127453,1.049769827,23/5/2023,27/1/2026,Second,21668,9,1,14.94252117,1.002231411,New,Good,New,1
Truck,70902,0.994700025,Good,4,10,Petrol,Manual,2000,131283,1.036558783,1/8/2023,20/6/2024,Third,8708,2,0,15.79528449,0.955043626,Good,Good,Weak,1
Truck,47986,0.980331245,Good,0,8,Petrol,Manual,800,120864,0.950558632,19/9/2023,10/8/2024,Second,10577,10,0,12.74557004,0.987478037,New,New,New,0
Truck,44792,1.027272763,Good,3,4,Diesel,Manual,2000,44690,0.997637608,17/6/2023,4/3/2025,Second,19672,7,2,11.54729106,1.04993941,Good,Good,Weak,1
Truck,45011,1.026409124,Poor,0,6,Electric,Automatic,800,123154,0.998939702,26/2/2024,13/3/2026,First,14048,10,2,15.26662256,1.001733556,Good,Worn Out,New,1
Truck,43320,1.007621815,Poor,5,9,Electric,Manual,1000,118515,0.994395546,7/6/2023,26/7/2025,First,20520,7,3,15.17254473,1.021099511,Good,Worn Out,Weak,1
Truck,73860,0.982289789,Good,3,10,Diesel,Automatic,1500,125157,0.986081425,29/8/2023,28/6/2025,First,22695,10,0,10.36134282,1.044075465,Good,New,Good,0
Truck,41223,1.033176683,Average,0,8,Petrol,Automatic,2000,101332,1.018160376,20/6/2023,1/11/2025,Third,16945,5,0,16.12757743,0.952754332,Worn Out,New,Good,0
Truck,37446,0.967234857,Average,2,9,Petrol,Automatic,1000,77510,1.01468447,11/12/2023,17/1/2025,Second,7865,7,0,12.35916028,0.961483597,New,Good,Weak,1
Truck,34898,0.969456567,Good,4,5,Electric,Automatic,1000,22739,1.026253035,8/2/2024,11/8/2024,Second,13342,9,2,12.69281578,1.048793824,Worn Out,Worn Out,Good,1
Truck,45430,0.973561872,Average,4,7,Diesel,Automatic,1000,81867,1.017675137,15/4/2023,4/3/2025,Second,6029,1,0,15.8629014,1.015767893,Good,New,Good,1
Truck,64741,0.983384176,Poor,4,2,Petrol,Automatic,800,119783,1.04719294,18/11/2023,19/7/2025,First,29658,1,2,17.81646531,1.028831465,New,Worn Out,Weak,1
Truck,32033,1.007825397,Good,4,1,Diesel,Automatic,2000,146758,0.9786336,15/7/2023,7/10/2025,Third,17489,4,1,18.73952644,1.008455017,Worn Out,Good,Weak,1
Truck,62239,0.950110198,Average,0,6,Diesel,Automatic,800,99632,1.02071681,27/2/2024,13/8/2025,Second,10985,9,1,11.7340709,1.00251842,Worn Out,Good,New,0
Truck,62726,1.022903346,Good,0,9,Diesel,Manual,1500,111802,0.973870642,4/12/2023,30/11/2024,Third,13856,9,0,16.64667372,1.0174507,Good,Good,New,0
Truck,59891,1.030156864,Poor,1,8,Diesel,Manual,2000,14261,1.034371421,17/12/2023,28/8/2025,Third,17506,8,1,12.06721027,0.985361223,Good,Worn Out,New,1
Truck,43682,1.045379489,Poor,1,5,Petrol,Manual,2000,115382,0.970111989,1/11/2023,3/10/2025,Third,8116,5,0,13.42474623,0.991041066,Worn Out,New,Good,0
Truck,61237,1.02133847,Average,5,1,Electric,Automatic,2000,10203,1.048631785,24/11/2023,21/12/2024,Second,21314,9,2,14.86716406,1.03451137,Worn Out,Worn Out,New,1
Truck,44187,0.968391424,Good,0,7,Electric,Manual,2500,51339,0.955533704,23/11/2023,17/2/2026,First,12710,5,3,19.58896768,1.035389531,New,New,Good,0
Truck,67643,1.049651404,Poor,5,7,Diesel,Automatic,2000,71050,0.951277845,14/6/2023,3/1/2025,First,12146,3,1,13.531535,1.047377707,New,Worn Out,Weak,1
Truck,31959,1.029677532,Poor,0,9,Diesel,Automatic,1000,17327,0.96802545,4/7/2023,1/1/2026,First,16669,6,0,13.97765908,1.046389822,Good,Worn Out,New,1
Truck,74886,1.042271045,Average,3,1,Diesel,Manual,2000,70790,1.032100036,14/4/2023,15/8/2024,First,28834,1,2,10.37905908,0.950608138,Good,Good,Good,1
Truck,72524,0.967434148,Poor,1,2,Diesel,Automatic,1000,63784,1.049072894,16/7/2023,16/8/2025,Second,15407,2,3,12.1686446,1.01320984,Good,Good,New,0
Truck,33716,1.022666347,Average,2,9,Electric,Automatic,800,64190,1.006438782,21/8/2023,10/6/2024,Third,20286,2,0,11.33213553,1.016357346,New,Worn Out,New,1
Truck,48723,0.983503802,Poor,4,6,Petrol,Manual,2500,15306,1.005009869,25/9/2023,30/8/2024,Second,17155,10,1,19.98479867,1.006804566,Worn Out,Worn Out,Weak,1
Truck,37066,1.025873875,Good,4,9,Electric,Automatic,1000,104540,0.98107075,27/8/2023,14/8/2025,Third,5023,7,3,16.98078464,0.981656197,Good,Good,Weak,1
Truck,36187,0.971783952,Good,2,10,Petrol,Automatic,1000,62476,1.024411913,31/1/2024,13/3/2026,Third,23580,5,2,17.22497032,0.967523656,Worn Out,New,Weak,1
Truck,35022,0.966221449,Average,5,3,Electric,Manual,2500,121388,0.96254731,7/11/2023,15/3/2025,First,9756,7,0,14.41267361,0.98275221,New,Worn Out,New,1
Truck,65501,1.009791963,Poor,5,5,Diesel,Automatic,1500,51523,0.961513403,8/8/2023,7/12/2025,Second,22226,8,0,17.50415306,0.972091237,Good,Worn Out,New,1
Truck,46169,1.029979722,Good,0,6,Electric,Automatic,1500,17575,1.015357979,11/7/2023,2/9/2025,Second,11948,1,0,13.72994163,1.000460552,New,Worn Out,New,1
Truck,48438,0.986859481,Average,2,1,Electric,Manual,1000,71745,0.959633584,17/2/2024,9/9/2025,Third,18189,3,3,16.58783925,0.981987497,Worn Out,New,Good,0
Truck,33312,1.026669954,Good,5,9,Diesel,Automatic,2000,10333,0.953655429,14/12/2023,8/6/2024,Second,27236,7,0,17.55325788,1.033147391,New,New,New,1
Truck,76030,1.044982287,Good,5,10,Electric,Manual,2500,120432,0.993026772,4/9/2023,1/8/2025,Second,20707,2,3,18.34573662,1.011494174,Worn Out,New,New,1
Truck,66028,1.011539697,Good,4,2,Diesel,Automatic,1000,135121,1.014682157,20/2/2024,30/7/2024,Second,24656,10,0,12.01133151,1.044495021,Good,Good,Weak,1
Truck,50768,1.048120055,Good,2,2,Petrol,Automatic,2000,8465,1.039609173,29/4/2023,14/7/2025,First,20838,8,3,10.85669307,1.008528005,Good,New,Good,1
Truck,52428,1.036388306,Poor,2,4,Petrol,Automatic,1500,84775,1.046088024,24/8/2023,7/4/2025,Second,9564,3,2,10.8877483,0.973974713,Worn Out,Worn Out,Good,1
Truck,74635,0.980478167,Poor,3,10,Diesel,Automatic,2000,41858,0.996887842,13/2/2024,11/1/2025,Third,27639,6,0,14.46833095,0.993747071,New,Good,New,1
Truck,68722,0.998521503,Poor,2,2,Petrol,Automatic,800,126519,0.953194873,27/4/2023,4/4/2025,Third,20833,2,2,14.40240257,0.973974593,Worn Out,Good,Weak,1
Truck,63198,0.976845271,Poor,4,5,Petrol,Manual,2500,137231,1.013813702,31/8/2023,18/11/2024,Second,12359,7,2,18.71349106,1.008049099,Worn Out,Good,Good,1
Truck,67468,0.978131184,Average,5,1,Diesel,Manual,1500,82621,1.045682773,18/1/2024,16/1/2026,First,24840,8,1,13.59606198,1.024947739,Good,Good,Weak,1
Truck,63599,0.98378289,Average,0,10,Petrol,Automatic,800,109340,1.049298152,16/4/2023,22/12/2024,First,6602,9,2,11.024608,1.010258556,New,Good,Weak,1
Truck,46947,1.005714973,Good,3,1,Electric,Automatic,1500,107872,1.049792987,24/2/2024,31/8/2024,Second,7057,10,0,18.61475068,1.049493106,New,Worn Out,New,1
Truck,38625,1.01546294,Poor,5,9,Petrol,Manual,2500,126568,0.951905048,27/4/2023,25/2/2025,Third,28800,4,2,13.26699969,1.038835811,New,Worn Out,Weak,1
Truck,44983,0.988642495,Average,3,1,Electric,Automatic,1500,36038,1.035810171,21/9/2023,2/1/2025,First,18842,1,2,12.52060793,0.999953595,Worn Out,Worn Out,Weak,1
Truck,58749,1.009601883,Average,4,4,Diesel,Manual,800,113540,1.03491484,6/10/2023,22/6/2025,Third,20958,7,2,15.25759177,0.985854825,Worn Out,Good,Good,1
Truck,68954,0.960065831,Poor,4,4,Electric,Manual,2500,128135,1.035993593,30/9/2023,9/9/2025,Second,6257,7,0,18.58512182,1.019815912,Good,Worn Out,Good,1
Truck,67095,1.029609105,Poor,2,7,Diesel,Automatic,1000,145171,0.996059174,16/7/2023,5/7/2025,First,5622,1,1,11.91622977,1.003517008,Good,Good,Weak,1
Truck,45342,1.0056567,Average,2,5,Diesel,Automatic,2500,30017,0.950217655,26/11/2023,1/2/2025,First,8981,8,1,17.00418309,0.961805101,New,Worn Out,New,1
Truck,50448,1.020422893,Average,2,3,Petrol,Automatic,2000,84006,1.031283178,11/2/2024,29/11/2025,Second,7623,1,2,13.9515172,1.035742904,Worn Out,Worn Out,New,1
Truck,78410,0.985619792,Good,5,10,Diesel,Automatic,1000,142727,0.959775591,6/6/2023,17/7/2025,Second,25367,6,0,12.81635956,0.978299834,New,Good,Weak,1
Truck,50138,1.003123166,Poor,1,5,Diesel,Automatic,1000,136177,0.988677461,4/10/2023,14/7/2024,Second,14097,9,2,10.26219944,1.017028382,Good,Good,New,1
Truck,45913,0.997189323,Good,5,9,Petrol,Manual,2500,34633,1.006522272,29/10/2023,28/7/2024,First,13570,3,3,15.54059367,1.000720505,New,Worn Out,New,1
Truck,54371,0.979177571,Good,4,5,Electric,Automatic,1500,26717,1.04291181,11/6/2023,22/8/2025,Second,26870,9,0,16.02555923,1.040002772,Good,New,Good,1
Truck,49406,1.044307934,Poor,5,4,Electric,Manual,800,33645,0.9683437,2/7/2023,16/5/2025,First,23517,2,1,16.49321673,0.962241619,New,New,New,1
Truck,30279,1.044632234,Good,0,9,Diesel,Automatic,1500,142607,0.956314533,4/11/2023,28/1/2026,Second,20540,2,3,19.62294486,1.014515334,Worn Out,Worn Out,Weak,1
Truck,66735,1.037326967,Good,5,3,Petrol,Automatic,2500,44130,0.954041064,28/5/2023,22/10/2024,Second,23012,6,2,18.2741278,0.95872657,New,Good,Weak,1
Truck,62582,1.009010732,Poor,1,7,Petrol,Automatic,800,62203,0.962246836,14/4/2023,31/5/2025,Third,12218,3,3,18.39732381,1.038181424,New,Good,New,0
Truck,64803,0.957916257,Average,3,4,Petrol,Manual,2500,43587,1.026523714,7/6/2023,11/6/2025,First,15225,10,3,14.71544036,0.970748709,Good,Good,New,1
Truck,63695,0.955325519,Average,5,9,Diesel,Manual,1500,34644,0.96892717,6/5/2023,24/7/2024,First,11778,5,1,12.22671189,1.032810123,Good,New,Weak,1
Truck,74718,0.996178741,Good,5,6,Petrol,Automatic,2000,110307,0.989651312,20/5/2023,14/9/2025,First,10455,4,0,11.99358734,1.004619164,Worn Out,Worn Out,Weak,1
Truck,73279,0.984925375,Average,2,4,Electric,Manual,800,16215,1.034830705,17/6/2023,11/2/2025,Third,28585,4,3,13.71245601,0.988630989,Worn Out,New,Weak,1
Truck,51473,1.023241715,Poor,3,7,Petrol,Automatic,1500,78678,0.984223824,4/11/2023,12/7/2025,First,19620,7,1,16.37013722,0.991811325,Good,New,Good,1
Truck,67333,1.045849969,Good,3,2,Electric,Manual,2000,50660,0.969067518,30/4/2023,20/7/2025,Second,5253,7,3,11.24283069,0.974077991,Good,Worn Out,New,1
Truck,52203,0.967541606,Good,4,1,Petrol,Manual,800,50919,1.044718496,2/8/2023,16/11/2024,Third,19493,3,0,17.59103455,0.961398447,Good,New,Weak,1
Truck,45788,0.972192527,Good,2,8,Electric,Automatic,1000,111959,1.00320699,6/11/2023,1/5/2024,Third,15337,9,0,18.29788252,0.977446556,New,Good,New,0
Truck,36039,1.034118057,Average,0,1,Diesel,Manual,800,64540,1.011844348,3/6/2023,7/4/2025,First,22457,5,1,12.09962159,0.989898016,Good,Worn Out,New,1
Truck,33408,1.003958523,Average,4,8,Electric,Manual,1000,90217,1.039391453,7/7/2023,21/12/2024,Third,15423,2,2,13.17112924,1.017773319,New,Worn Out,New,1
Truck,56560,0.988597689,Average,2,4,Electric,Automatic,2000,65745,0.961494801,20/8/2023,15/12/2025,Second,25525,6,0,19.07301398,1.005605992,Worn Out,Good,Weak,1
Truck,52637,1.024252764,Average,0,6,Petrol,Manual,1000,45689,0.962879716,17/12/2023,31/7/2024,Second,7697,5,1,17.21541033,0.959122669,Good,New,Good,0
Truck,75462,1.039752696,Poor,4,4,Electric,Manual,1500,2194,1.004139951,28/6/2023,6/9/2025,Second,27768,5,2,17.31767925,0.979674904,Worn Out,Good,Weak,1
Truck,68671,1.003973574,Poor,5,9,Electric,Automatic,1500,103163,1.026501261,1/10/2023,12/2/2026,Second,17367,10,1,14.97528834,1.049768634,Worn Out,Good,Weak,1
Truck,31817,1.013604028,Good,1,1,Diesel,Automatic,1500,18344,1.029596369,18/10/2023,24/2/2025,First,9883,8,0,10.79509109,1.004837066,New,Good,Good,0
Truck,67088,1.017724202,Good,1,10,Electric,Automatic,2000,99083,1.007810574,18/2/2024,30/11/2024,Third,20344,5,1,17.95195286,1.038127353,Worn Out,New,New,0
