Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,46169,Good,0,6,Electric,Automatic,1500,17575,11/7/2023,2/9/2025,Second,11948,1,0,13.72994163,New,Worn Out,New,1
Truck,48438,Average,2,1,Electric,Manual,1000,71745,17/2/2024,9/9/2025,Third,18189,3,3,16.58783925,Worn Out,New,Good,0
Truck,33312,Good,5,9,Diesel,Automatic,2000,10333,14/12/2023,8/6/2024,Second,27236,7,0,17.55325788,New,New,New,1
Truck,76030,Good,5,10,Electric,Manual,2500,120432,4/9/2023,1/8/2025,Second,20707,2,3,18.34573662,Worn Out,New,New,1
Truck,66028,Good,4,2,Diesel,Automatic,1000,135121,20/2/2024,30/7/2024,Second,24656,10,0,12.01133151,Good,Good,Weak,1
Truck,50768,Good,2,2,Petrol,Automatic,2000,8465,29/4/2023,14/7/2025,First,20838,8,3,10.85669307,Good,New,Good,1
Truck,52428,Poor,2,4,Petrol,Automatic,1500,84775,24/8/2023,7/4/2025,Second,9564,3,2,10.8877483,Worn Out,Worn Out,Good,1
Truck,74635,Poor,3,10,Diesel,Automatic,2000,41858,13/2/2024,11/1/2025,Third,27639,6,0,14.46833095,New,Good,New,1
Truck,68722,Poor,2,2,Petrol,Automatic,800,126519,27/4/2023,4/4/2025,Third,20833,2,2,14.40240257,Worn Out,Good,Weak,1
Truck,63198,Poor,4,5,Petrol,Manual,2500,137231,31/8/2023,18/11/2024,Second,12359,7,2,18.71349106,Worn Out,Good,Good,1
Truck,67468,Average,5,1,Diesel,Manual,1500,82621,18/1/2024,16/1/2026,First,24840,8,1,13.59606198,Good,Good,Weak,1
Truck,63599,Average,0,10,Petrol,Automatic,800,109340,16/4/2023,22/12/2024,First,6602,9,2,11.024608,New,Good,Weak,1
Truck,46947,Good,3,1,Electric,Automatic,1500,107872,24/2/2024,31/8/2024,Second,7057,10,0,18.61475068,New,Worn Out,New,1
Truck,38625,Poor,5,9,Petrol,Manual,2500,126568,27/4/2023,25/2/2025,Third,28800,4,2,13.26699969,New,Worn Out,Weak,1
Truck,44983,Average,3,1,Electric,Automatic,1500,36038,21/9/2023,2/1/2025,First,18842,1,2,12.52060793,Worn Out,Worn Out,Weak,1
Truck,58749,Average,4,4,Diesel,Manual,800,113540,6/10/2023,22/6/2025,Third,20958,7,2,15.25759177,Worn Out,Good,Good,1
Truck,68954,Poor,4,4,Electric,Manual,2500,128135,30/9/2023,9/9/2025,Second,6257,7,0,18.58512182,Good,Worn Out,Good,1
Truck,67095,Poor,2,7,Diesel,Automatic,1000,145171,16/7/2023,5/7/2025,First,5622,1,1,11.91622977,Good,Good,Weak,1
Truck,45342,Average,2,5,Diesel,Automatic,2500,30017,26/11/2023,1/2/2025,First,8981,8,1,17.00418309,New,Worn Out,New,1
Truck,50448,Average,2,3,Petrol,Automatic,2000,84006,11/2/2024,29/11/2025,Second,7623,1,2,13.9515172,Worn Out,Worn Out,New,1
Truck,78410,Good,5,10,Diesel,Automatic,1000,142727,6/6/2023,17/7/2025,Second,25367,6,0,12.81635956,New,Good,Weak,1
Truck,50138,Poor,1,5,Diesel,Automatic,1000,136177,4/10/2023,14/7/2024,Second,14097,9,2,10.26219944,Good,Good,New,1
Truck,45913,Good,5,9,Petrol,Manual,2500,34633,29/10/2023,28/7/2024,First,13570,3,3,15.54059367,New,Worn Out,New,1
Truck,54371,Good,4,5,Electric,Automatic,1500,26717,11/6/2023,22/8/2025,Second,26870,9,0,16.02555923,Good,New,Good,1
Truck,49406,Poor,5,4,Electric,Manual,800,33645,2/7/2023,16/5/2025,First,23517,2,1,16.49321673,New,New,New,1
Truck,30279,Good,0,9,Diesel,Automatic,1500,142607,4/11/2023,28/1/2026,Second,20540,2,3,19.62294486,Worn Out,Worn Out,Weak,1
Truck,66735,Good,5,3,Petrol,Automatic,2500,44130,28/5/2023,22/10/2024,Second,23012,6,2,18.2741278,New,Good,Weak,1
Truck,62582,Poor,1,7,Petrol,Automatic,800,62203,14/4/2023,31/5/2025,Third,12218,3,3,18.39732381,New,Good,New,0
Truck,64803,Average,3,4,Petrol,Manual,2500,43587,7/6/2023,11/6/2025,First,15225,10,3,14.71544036,Good,Good,New,1
Truck,63695,Average,5,9,Diesel,Manual,1500,34644,6/5/2023,24/7/2024,First,11778,5,1,12.22671189,Good,New,Weak,1
Truck,74718,Good,5,6,Petrol,Automatic,2000,110307,20/5/2023,14/9/2025,First,10455,4,0,11.99358734,Worn Out,Worn Out,Weak,1
Truck,73279,Average,2,4,Electric,Manual,800,16215,17/6/2023,11/2/2025,Third,28585,4,3,13.71245601,Worn Out,New,Weak,1
Truck,51473,Poor,3,7,Petrol,Automatic,1500,78678,4/11/2023,12/7/2025,First,19620,7,1,16.37013722,Good,New,Good,1
Truck,67333,Good,3,2,Electric,Manual,2000,50660,30/4/2023,20/7/2025,Second,5253,7,3,11.24283069,Good,Worn Out,New,1
Truck,52203,Good,4,1,Petrol,Manual,800,50919,2/8/2023,16/11/2024,Third,19493,3,0,17.59103455,Good,New,Weak,1
Truck,45788,Good,2,8,Electric,Automatic,1000,111959,6/11/2023,1/5/2024,Third,15337,9,0,18.29788252,New,Good,New,0
Truck,36039,Average,0,1,Diesel,Manual,800,64540,3/6/2023,7/4/2025,First,22457,5,1,12.09962159,Good,Worn Out,New,1
Truck,33408,Average,4,8,Electric,Manual,1000,90217,7/7/2023,21/12/2024,Third,15423,2,2,13.17112924,New,Worn Out,New,1
Truck,56560,Average,2,4,Electric,Automatic,2000,65745,20/8/2023,15/12/2025,Second,25525,6,0,19.07301398,Worn Out,Good,Weak,1
Truck,52637,Average,0,6,Petrol,Manual,1000,45689,17/12/2023,31/7/2024,Second,7697,5,1,17.21541033,Good,New,Good,0
Truck,75462,Poor,4,4,Electric,Manual,1500,2194,28/6/2023,6/9/2025,Second,27768,5,2,17.31767925,Worn Out,Good,Weak,1
Truck,68671,Poor,5,9,Electric,Automatic,1500,103163,1/10/2023,12/2/2026,Second,17367,10,1,14.97528834,Worn Out,Good,Weak,1
Truck,31817,Good,1,1,Diesel,Automatic,1500,18344,18/10/2023,24/2/2025,First,9883,8,0,10.79509109,New,Good,Good,0
Truck,67088,Good,1,10,Electric,Automatic,2000,99083,18/2/2024,30/11/2024,Third,20344,5,1,17.95195286,Worn Out,New,New,0
Truck,57965,Poor,1,2,Diesel,Manual,800,31198,9/4/2023,2/2/2025,First,21743,4,3,17.25212683,Worn Out,Worn Out,Good,1
Truck,76094,Good,2,9,Electric,Automatic,800,75479,10/9/2023,3/11/2024,Third,21280,8,1,11.87963572,Good,New,Weak,1
Truck,32983,Good,2,1,Electric,Manual,2000,35177,20/11/2023,6/2/2025,Third,29966,5,3,14.14012046,Good,New,New,0
Truck,31187,Poor,2,4,Petrol,Automatic,2500,118965,5/9/2023,27/8/2024,Third,28088,1,2,16.16579807,Good,New,New,1
Truck,72162,Average,4,3,Petrol,Automatic,2500,146178,15/11/2023,1/11/2024,Second,11200,9,1,11.40202713,New,Good,Good,1
Truck,46946,Poor,4,4,Petrol,Automatic,2500,55829,11/7/2023,1/12/2024,Third,15197,2,3,15.8562568,New,Worn Out,Weak,1
Truck,74844,Poor,2,5,Electric,Automatic,1500,79614,23/11/2023,23/2/2025,Third,10569,4,3,15.48798018,New,Worn Out,Good,1
Truck,35735,Good,1,8,Petrol,Manual,1000,53051,4/10/2023,2/8/2025,Third,14876,1,1,16.82200805,Good,Worn Out,Good,1
Truck,72742,Poor,1,2,Diesel,Automatic,1000,13011,3/7/2023,29/11/2024,First,25855,2,0,19.01812251,New,Good,Good,0
Truck,43115,Good,1,8,Petrol,Automatic,2000,46340,16/10/2023,4/7/2025,Third,28203,9,3,18.08148554,New,Good,New,1
Truck,55387,Average,4,8,Diesel,Manual,1500,8771,1/2/2024,19/6/2025,Second,14463,7,1,19.01855192,New,New,Weak,1
Truck,78246,Average,0,10,Electric,Manual,1000,135810,25/10/2023,4/5/2024,Third,18728,1,3,19.11406168,New,New,Good,0
Truck,69991,Poor,4,5,Electric,Manual,800,101634,28/4/2023,2/7/2024,First,21300,9,3,17.16106773,Good,Worn Out,New,1
Truck,49352,Good,0,10,Diesel,Automatic,2000,71063,24/12/2023,13/1/2026,Third,5654,10,1,13.5490399,Good,Worn Out,Good,1
Truck,68780,Good,2,9,Petrol,Automatic,2000,73710,29/12/2023,18/5/2025,First,6354,10,2,11.77855582,Good,Worn Out,New,1
Truck,60455,Good,1,7,Petrol,Automatic,800,149520,18/7/2023,24/6/2024,First,14420,5,3,15.99970919,Good,Worn Out,Weak,1
Truck,72435,Average,2,4,Petrol,Manual,2500,22071,30/1/2024,4/2/2025,First,13393,2,3,14.99542744,Good,New,New,0
Truck,47547,Good,1,8,Electric,Automatic,1500,100009,18/2/2024,4/10/2025,First,28701,5,3,15.59612351,Good,Worn Out,Good,1
Truck,61699,Average,1,6,Electric,Manual,1500,43596,22/10/2023,19/7/2025,First,22779,1,3,15.58996995,New,Good,New,0
Truck,32742,Average,5,10,Petrol,Automatic,2500,144172,12/12/2023,1/10/2025,Second,20954,5,3,13.36310118,New,Worn Out,Good,1
Truck,79820,Poor,4,2,Petrol,Automatic,2500,124683,3/9/2023,16/11/2024,Third,20697,7,0,10.51711951,New,Good,Good,1
Truck,45728,Good,2,10,Diesel,Manual,1000,76545,7/7/2023,30/3/2025,First,26630,6,3,12.2695381,Good,Worn Out,Weak,1
Truck,36711,Average,3,6,Petrol,Manual,800,141223,10/2/2024,12/2/2026,Third,29907,3,2,10.92059806,Worn Out,New,Good,1
Truck,67381,Good,3,5,Electric,Automatic,2500,47163,25/4/2023,5/8/2024,Second,15357,2,1,11.48271462,Worn Out,Good,Good,0
Truck,70549,Poor,5,7,Petrol,Manual,1500,33364,6/8/2023,6/5/2024,Second,9601,5,2,17.71412553,Worn Out,Good,Good,1
Truck,36901,Average,3,10,Diesel,Manual,1000,75500,5/9/2023,8/10/2024,First,28940,10,0,14.16978881,New,Worn Out,New,1
Truck,59112,Good,1,10,Diesel,Automatic,2500,43284,4/10/2023,21/9/2024,Third,6134,4,3,16.75159691,Good,Worn Out,New,1
Truck,33748,Poor,1,1,Diesel,Manual,2500,113408,10/5/2023,19/9/2025,First,28194,10,2,10.86176434,Worn Out,Worn Out,New,1
Truck,49506,Poor,4,2,Petrol,Automatic,2000,36457,2/7/2023,6/10/2025,Second,17891,9,2,13.78027215,New,New,Good,1
Truck,59166,Average,5,8,Petrol,Manual,2000,125050,10/5/2023,18/5/2025,Second,6300,8,1,18.37846381,Good,New,New,1
Truck,62349,Poor,2,3,Electric,Manual,1500,70530,20/5/2023,8/12/2024,First,25733,1,1,15.09520362,Worn Out,Good,Weak,1
Truck,77656,Average,2,8,Petrol,Manual,1000,129170,20/4/2023,6/5/2025,Third,16499,8,0,10.11941507,Good,Worn Out,New,1
Truck,33647,Good,4,4,Diesel,Automatic,2000,140819,10/1/2024,21/6/2024,Second,20754,9,1,11.80444652,Worn Out,New,Weak,1
Truck,70649,Good,4,7,Electric,Automatic,2000,50809,30/7/2023,20/11/2024,First,16988,2,0,14.8914596,New,New,Good,1
Truck,57127,Good,4,6,Diesel,Automatic,2000,64002,10/1/2024,21/8/2024,Second,16936,2,1,16.60842774,New,Good,Good,1
Truck,59554,Good,0,1,Diesel,Automatic,2500,56696,17/8/2023,18/2/2026,First,25145,3,3,17.57502771,New,Good,Weak,1
Truck,44671,Good,2,4,Petrol,Automatic,1000,39476,29/12/2023,12/11/2024,Third,11712,4,1,10.34152947,New,New,Weak,1
Truck,52290,Average,0,3,Electric,Manual,1000,58761,2/6/2023,26/9/2024,First,19370,9,0,10.90078158,Good,Worn Out,New,1
Truck,56549,Good,0,7,Petrol,Automatic,2000,111218,26/12/2023,14/7/2024,First,10025,2,0,15.00000585,Worn Out,Worn Out,Weak,1
Truck,62075,Good,0,10,Diesel,Automatic,1000,75226,15/9/2023,20/8/2024,Second,18326,4,1,11.84321505,New,Good,Weak,1
Truck,67407,Poor,5,5,Petrol,Automatic,1500,47887,24/8/2023,13/9/2025,Second,26361,2,2,19.11149435,Good,Good,Weak,1
Truck,50520,Good,4,7,Petrol,Manual,1000,6559,5/2/2024,3/1/2025,First,21327,6,1,16.62614766,Worn Out,New,Good,1
Truck,36691,Average,2,7,Diesel,Automatic,2000,108982,16/4/2023,22/11/2025,Third,5376,7,1,12.80017026,New,New,Good,0
Truck,79908,Good,3,6,Electric,Automatic,800,140872,11/4/2023,19/3/2025,First,29514,5,1,14.77989437,New,Good,Good,0
Truck,33100,Average,5,7,Electric,Automatic,800,119469,4/2/2024,12/1/2025,First,16123,8,3,12.21180466,New,Worn Out,Weak,1
Truck,59777,Poor,3,9,Electric,Automatic,800,18565,25/6/2023,6/12/2024,Third,13732,10,3,19.19831482,Worn Out,Good,Weak,1
Truck,34217,Good,0,1,Petrol,Automatic,2500,93193,25/12/2023,1/5/2024,Third,27267,2,2,16.33618326,Worn Out,New,Weak,1
Truck,76256,Poor,4,2,Petrol,Automatic,1000,30570,5/10/2023,13/7/2025,Third,22787,10,3,11.65937097,Worn Out,Good,Good,1
Truck,49040,Good,3,9,Diesel,Automatic,2500,114769,9/2/2024,20/5/2024,Second,16969,2,3,16.63721064,New,Good,Good,0
Truck,43271,Average,4,6,Electric,Manual,2500,33679,18/6/2023,9/2/2025,Third,22002,4,2,11.41186618,Worn Out,Worn Out,Weak,1
Truck,65440,Poor,0,4,Diesel,Manual,1000,47555,2/12/2023,10/3/2025,Second,11186,2,0,19.205351,New,New,New,0
Truck,45752,Poor,5,1,Diesel,Manual,2000,107553,14/2/2024,9/7/2025,Third,13942,2,0,17.17670739,Good,New,New,1
Truck,47694,Good,3,7,Petrol,Automatic,2500,27941,19/4/2023,31/12/2025,Third,9067,10,3,18.80230796,Worn Out,Worn Out,New,1
Truck,78501,Poor,1,7,Electric,Automatic,1000,147189,8/7/2023,6/2/2025,Third,25403,1,0,19.35275997,Worn Out,Good,Weak,1
Truck,56673,Poor,4,8,Petrol,Manual,2000,133791,12/4/2023,12/11/2025,Third,29633,4,2,15.22865086,Worn Out,Worn Out,Weak,1
Truck,45243,Poor,2,10,Electric,Automatic,1000,23237,20/12/2023,11/9/2025,Third,10061,6,1,15.02867982,New,Worn Out,New,1
Truck,51466,Poor,2,1,Diesel,Manual,1500,92560,14/8/2023,10/12/2024,Third,21789,8,2,14.15547824,New,New,Good,1
Truck,44103,Poor,1,4,Petrol,Automatic,800,40742,12/5/2023,12/3/2026,Second,21476,4,2,14.85611958,Worn Out,Worn Out,New,1
Truck,69078,Good,3,4,Petrol,Manual,2500,147242,6/11/2023,10/2/2026,First,23552,6,3,11.23495757,Good,Worn Out,Good,1
Truck,66194,Poor,3,9,Petrol,Manual,2000,8517,30/9/2023,30/9/2024,Third,9976,9,1,15.80312209,New,New,New,1
Truck,39240,Average,3,2,Electric,Manual,2000,133895,8/12/2023,29/5/2024,First,6468,6,2,19.30887613,New,Good,Good,1
Truck,48390,Average,1,6,Diesel,Manual,1000,5003,24/5/2023,9/10/2024,Third,25607,10,1,11.05125646,Good,New,Weak,1
Truck,76834,Poor,4,8,Diesel,Manual,800,62456,23/8/2023,7/2/2026,Second,27660,4,0,11.09604789,Worn Out,New,Weak,1
Truck,72109,Good,5,10,Electric,Automatic,1500,132792,10/8/2023,28/10/2025,First,8714,7,0,16.93765939,Good,Good,New,1
Truck,79269,Good,0,1,Petrol,Manual,1500,68879,4/2/2024,20/3/2025,First,18432,3,1,16.44172004,Good,New,New,0
Truck,70340,Poor,1,4,Petrol,Automatic,800,101149,30/9/2023,16/9/2024,First,6856,6,0,11.72722174,Worn Out,Good,New,0
Truck,50768,Poor,5,7,Electric,Manual,1000,118849,12/4/2023,16/10/2025,Second,16926,5,2,17.14314161,Worn Out,New,Good,1
Truck,36724,Average,2,2,Electric,Automatic,2500,110505,16/5/2023,28/12/2024,Second,17277,2,0,17.19750383,Good,Good,Weak,1
Truck,31915,Good,3,5,Petrol,Manual,800,25168,1/5/2023,8/8/2025,Second,6389,7,1,19.46115652,Good,New,Good,0
Truck,57766,Average,4,4,Diesel,Manual,1000,73681,29/8/2023,18/9/2025,First,21424,5,2,17.01795457,Worn Out,New,Weak,1
Truck,69308,Poor,3,7,Petrol,Manual,800,99619,26/12/2023,10/7/2024,First,24193,3,3,15.48508885,Good,Good,New,1
Truck,73744,Average,4,6,Electric,Manual,1000,119965,28/2/2024,3/2/2026,Second,10483,1,2,10.59377128,Good,Good,New,1
Truck,38415,Poor,0,5,Diesel,Automatic,1000,70773,22/4/2023,4/1/2025,Second,7679,9,1,11.01649456,New,New,Good,0
Truck,76053,Poor,5,1,Petrol,Automatic,2500,5302,3/6/2023,15/1/2025,Second,22844,1,0,11.84071448,New,Good,New,1
Truck,66626,Poor,3,5,Diesel,Manual,1000,93370,30/11/2023,27/7/2025,Third,11684,8,1,15.97581988,Good,Worn Out,New,1
Truck,37023,Good,2,1,Electric,Manual,2000,121440,12/1/2024,4/10/2024,First,18995,6,2,12.7793201,Good,New,Good,0
Truck,56691,Poor,4,1,Diesel,Manual,800,93443,2/7/2023,12/6/2025,Third,14472,8,1,15.20886826,Worn Out,New,New,1
Truck,60923,Poor,0,10,Electric,Manual,800,111905,15/2/2024,17/1/2026,Second,12647,8,2,15.54113776,Worn Out,Good,Good,1
Truck,32322,Poor,1,8,Petrol,Automatic,2000,118261,9/8/2023,18/4/2025,Third,16121,9,1,19.13516113,Worn Out,Worn Out,Weak,1
Truck,59558,Poor,1,1,Diesel,Manual,2000,113738,30/11/2023,25/5/2024,Third,23313,10,1,14.50105512,Good,Worn Out,New,1
Truck,31372,Average,0,10,Electric,Automatic,2000,144273,15/2/2024,26/2/2026,First,13343,6,2,17.58020038,Worn Out,Good,Good,0
Truck,39987,Good,2,3,Electric,Manual,800,115815,18/12/2023,6/3/2025,First,29615,8,2,18.18416893,Good,Good,New,1
Truck,58358,Average,2,1,Petrol,Manual,1000,75389,14/9/2023,9/12/2025,Third,28462,9,3,11.2814861,Good,Good,Good,1
Truck,32657,Poor,1,6,Diesel,Manual,1000,144740,20/2/2024,27/9/2025,First,8485,10,2,12.42250852,Worn Out,Worn Out,New,1
Truck,52393,Poor,2,8,Diesel,Manual,2500,138670,16/4/2023,19/4/2025,First,12142,3,3,14.7387468,New,Worn Out,New,1
Truck,53821,Average,1,4,Electric,Automatic,1500,149274,1/7/2023,3/2/2025,Third,17501,2,0,15.90269222,Good,Good,New,0
Truck,58659,Good,4,7,Electric,Automatic,1000,85087,4/5/2023,5/5/2024,Second,29164,9,0,19.35591093,New,New,New,1
Truck,58998,Good,4,7,Petrol,Manual,800,143422,28/2/2024,13/2/2025,Third,14668,9,1,14.99696101,New,Good,Weak,1
Truck,75371,Poor,5,4,Petrol,Manual,800,21697,3/9/2023,12/11/2025,First,24247,6,0,15.23673511,Worn Out,Worn Out,Good,1
Truck,57044,Good,3,2,Diesel,Manual,800,145477,16/2/2024,5/9/2024,Third,27824,6,1,16.0430849,Worn Out,New,Weak,1
Truck,62916,Average,4,5,Petrol,Manual,1500,2267,19/11/2023,8/3/2025,Third,15115,7,0,13.88224043,Good,Worn Out,Good,1
Truck,31096,Good,4,3,Petrol,Manual,1500,28871,8/9/2023,4/1/2026,Second,29010,7,0,12.96864957,Worn Out,Worn Out,Good,1
Truck,63279,Average,2,9,Diesel,Manual,2000,148990,2/5/2023,30/4/2025,Second,16110,1,1,15.05703184,Good,Worn Out,Weak,1
Truck,71465,Good,0,3,Electric,Automatic,2000,115051,3/8/2023,2/6/2024,First,15355,4,2,10.5241455,New,Good,Good,0
Truck,52270,Poor,0,8,Diesel,Manual,800,131812,20/9/2023,29/7/2024,Second,14722,4,0,19.16929447,Worn Out,Worn Out,Weak,1
Truck,42417,Good,2,2,Petrol,Manual,2500,147518,30/7/2023,7/10/2025,Second,23844,1,1,15.68058674,Good,Good,New,0
Truck,50532,Poor,3,9,Petrol,Automatic,1000,68472,8/8/2023,16/7/2025,Second,26848,3,0,14.255834,Good,Worn Out,New,1
Truck,65795,Average,4,1,Electric,Manual,2000,41358,31/1/2024,1/11/2025,Third,5645,2,0,13.55555243,Good,New,Weak,1
Truck,79009,Good,3,7,Diesel,Automatic,2000,24965,9/1/2024,5/6/2025,Second,5906,6,1,12.62003437,Good,Worn Out,New,1
Truck,67519,Average,2,2,Petrol,Automatic,1500,18104,26/11/2023,3/6/2025,First,8380,10,2,14.88630039,New,New,New,1
Truck,64760,Average,4,2,Petrol,Manual,1500,89148,22/8/2023,13/9/2024,First,15161,2,1,15.63756386,New,New,Good,1
Truck,52101,Poor,2,7,Electric,Manual,1000,93299,26/11/2023,24/3/2026,First,24404,8,1,14.2299888,New,Good,Good,1
Truck,44970,Average,1,2,Diesel,Manual,2500,136344,16/10/2023,22/11/2025,Third,23984,6,0,19.91818766,New,New,Good,0
Truck,58481,Poor,3,8,Diesel,Manual,2500,9665,5/1/2024,14/9/2025,Second,18096,7,2,11.96750649,Good,Good,New,1
Truck,46299,Average,0,10,Petrol,Automatic,800,34958,13/9/2023,3/11/2025,Second,7432,7,1,19.56191306,Worn Out,Worn Out,New,1
Truck,56944,Poor,5,8,Diesel,Automatic,1500,139656,12/4/2023,7/5/2024,Second,6394,9,3,10.36827713,Worn Out,New,Weak,1
Truck,70248,Good,0,7,Electric,Automatic,2500,2276,1/10/2023,10/6/2024,First,24417,10,3,13.48331661,New,New,New,1
Truck,45538,Good,2,9,Diesel,Automatic,1500,60196,3/12/2023,31/10/2025,First,6973,10,3,16.47557387,Worn Out,Good,Good,1
Truck,54651,Good,4,9,Diesel,Automatic,2000,18229,10/9/2023,21/5/2025,First,26285,5,0,19.87292351,New,New,Good,1
Truck,56252,Poor,4,8,Diesel,Automatic,800,91450,12/5/2023,21/9/2025,First,21032,7,1,15.14841646,Good,New,New,1
Truck,40763,Average,5,2,Electric,Manual,1000,95907,26/5/2023,23/5/2024,Third,5213,6,0,13.81527162,Good,Worn Out,Good,1
Truck,71160,Poor,0,7,Electric,Manual,1500,122972,2/1/2024,24/10/2024,Second,28919,6,1,11.21099506,Worn Out,Worn Out,New,1
Truck,70142,Poor,0,2,Diesel,Manual,1500,139302,31/3/2023,20/6/2025,First,11957,2,1,11.49321528,Good,Worn Out,New,1
Truck,77675,Poor,1,5,Electric,Manual,2000,18943,8/4/2023,1/3/2025,Third,7677,4,3,17.81352203,Good,Good,Good,0
Truck,46219,Poor,4,6,Petrol,Automatic,1500,66227,26/4/2023,19/10/2025,First,28333,6,2,10.41893289,Good,New,Good,1
Truck,71665,Average,5,4,Diesel,Manual,2000,55906,23/5/2023,9/9/2025,Third,10192,5,1,11.59398441,Worn Out,Worn Out,New,1
Truck,74264,Average,5,1,Diesel,Automatic,2000,108652,22/1/2024,22/7/2025,First,12142,1,1,12.69300221,Good,Worn Out,Good,1
Truck,78493,Good,4,3,Diesel,Automatic,1500,36226,30/3/2023,10/10/2024,Second,12131,6,3,17.79620305,Good,Worn Out,Good,1
Truck,31561,Average,2,5,Petrol,Automatic,2000,122090,10/4/2023,20/8/2025,Third,18416,2,1,18.61598435,New,Worn Out,New,1
Truck,71028,Poor,2,8,Petrol,Manual,2500,6209,23/5/2023,21/7/2024,First,23669,3,0,19.67685597,Good,Worn Out,Weak,1
Truck,50839,Average,2,2,Electric,Automatic,2000,13579,21/7/2023,17/4/2025,First,18661,3,3,19.4890342,Worn Out,Good,New,0
Truck,43360,Good,3,7,Diesel,Automatic,1000,26694,11/6/2023,8/5/2024,Third,28374,1,2,15.56771572,Good,Good,Good,0
Truck,51091,Poor,2,9,Diesel,Automatic,2500,149496,12/11/2023,12/11/2024,Second,10673,2,2,18.77853164,Worn Out,Good,New,1
Truck,70024,Poor,0,3,Petrol,Manual,1500,135123,27/5/2023,22/10/2025,Third,26902,7,0,16.50401031,Good,Good,Weak,1
Truck,32680,Good,3,2,Petrol,Automatic,2000,135939,19/1/2024,21/9/2025,First,20649,2,3,11.38056577,Good,New,Good,0
Truck,35793,Average,0,1,Diesel,Manual,2500,19375,23/1/2024,6/3/2025,Third,22286,7,3,10.69563057,New,Good,Good,0
Truck,68406,Poor,1,2,Petrol,Manual,2000,66387,27/12/2023,15/5/2024,Third,15589,3,0,16.0093285,Good,Worn Out,Good,1
Truck,50713,Average,3,6,Electric,Manual,1000,2087,20/1/2024,8/7/2024,First,20700,4,1,11.03292735,Worn Out,Good,Good,1
Truck,73586,Average,1,9,Diesel,Automatic,1500,103309,13/11/2023,6/9/2025,Third,18373,5,0,18.54148847,Good,New,Good,0
Truck,75413,Average,2,3,Diesel,Manual,2000,21479,5/1/2024,1/10/2024,Second,11201,3,0,13.50041783,Good,Good,Good,0
Truck,65409,Good,3,10,Petrol,Manual,1500,54865,8/9/2023,3/1/2025,Third,28220,6,0,18.78780725,Worn Out,Worn Out,New,1
Truck,57270,Good,3,3,Diesel,Manual,1500,34307,6/10/2023,15/3/2026,Third,20521,9,1,10.66382843,Good,Good,New,0
Truck,77342,Good,0,9,Diesel,Manual,1000,133816,1/9/2023,10/10/2025,Third,17828,6,1,13.14988899,Worn Out,New,New,0
Truck,69820,Good,3,3,Electric,Manual,2500,29369,13/1/2024,23/12/2025,Third,14510,2,1,18.51115048,Good,Good,New,0
Truck,36485,Good,5,6,Electric,Manual,2000,116665,17/5/2023,13/12/2025,Second,13463,2,3,14.26237047,New,Good,New,1
Truck,73908,Poor,5,4,Petrol,Manual,2500,113619,11/10/2023,31/8/2024,First,15344,4,2,18.24132989,New,Good,New,1
Truck,63813,Average,0,3,Electric,Manual,2000,74034,9/5/2023,26/1/2025,Third,18200,9,3,10.21741163,New,Worn Out,New,1
Truck,57472,Good,1,6,Diesel,Automatic,1500,63222,22/4/2023,8/6/2025,Third,23741,3,3,13.73261647,Good,New,Good,0
Truck,38549,Poor,1,1,Diesel,Manual,1000,27642,7/12/2023,3/12/2025,First,8273,3,2,14.60793277,Good,Worn Out,Good,1
Truck,52041,Poor,5,8,Diesel,Automatic,800,25413,25/5/2023,29/3/2026,Third,13291,6,1,18.20040827,Good,Worn Out,New,1
Truck,31393,Average,2,1,Petrol,Automatic,2000,23478,18/11/2023,21/5/2025,Third,28040,7,3,14.4184746,Good,New,New,0
Truck,74345,Good,0,5,Diesel,Manual,2000,92828,22/10/2023,4/2/2026,Third,19672,5,1,13.10844657,Good,Good,Weak,1
Truck,41972,Good,2,9,Diesel,Manual,1500,118639,6/2/2024,27/2/2025,First,15881,10,0,17.86331103,New,Good,Good,0
Truck,69682,Poor,4,8,Petrol,Manual,800,25944,11/4/2023,24/5/2024,Second,6520,4,1,14.17525738,Worn Out,New,Weak,1
Truck,50998,Average,2,7,Electric,Manual,2500,127603,16/11/2023,18/11/2024,First,28993,6,0,19.55762361,Worn Out,New,Good,0
Truck,45161,Good,2,9,Diesel,Manual,800,9197,5/1/2024,22/9/2024,First,10579,10,2,16.819905,Worn Out,Worn Out,Weak,1
Truck,51190,Good,3,9,Diesel,Manual,1500,133275,2/4/2023,10/12/2024,First,12373,10,1,18.34636624,Worn Out,Good,Weak,1
Truck,52667,Poor,5,4,Electric,Manual,1500,42416,18/8/2023,12/9/2024,First,10321,7,3,18.39841578,New,Good,Weak,1
Truck,58702,Average,1,2,Electric,Manual,1500,23997,31/3/2023,20/3/2026,Second,8748,10,0,12.36710205,Good,Good,Good,0
Truck,36573,Poor,4,1,Diesel,Manual,2500,101621,28/10/2023,27/8/2025,Third,12423,9,2,15.29324745,Worn Out,Good,New,1
