,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Days_since_last_service,Warranty Days remaining,Transmission_Type_Manual,prob,prediction
192,53541.29634,1,1,8,1500,93689.06991,0,20894.18016,8,1,15.78322826,2,1,253,-161,True,0.30432700336299406,0
1972,29802.3133,2,0,9,1500,136542.4903,1,20126.87594,2,3,19.10568734,0,0,355,460,False,0.9465105172605174,1
2632,33888.84255,0,5,7,1500,28272.3705,1,25857.08283,7,0,12.57527773,2,0,467,155,False,0.9974358974358973,1
2516,28998.93695,0,1,5,2500,142541.6617,1,12773.43507,9,0,20.67951988,1,0,495,438,True,0.9467643502331003,1
439,36552.5184,2,3,8,2000,38670.73511,0,9629.051365,6,2,16.54086141,2,1,432,225,False,0.23838948575074748,0
1727,79780.82726,2,3,5,2000,73789.63452,1,10095.55436,7,1,11.75137466,1,0,489,-83,True,0.9190930021775607,1
3095,65438.74745,2,1,9,1500,59199.24553,1,19426.79276,1,2,12.8557642,0,1,307,331,True,0.1547921943252826,0
3270,44432.3038,2,2,10,1500,126155.799,0,14267.00806,4,1,13.69024028,1,2,381,356,True,0.1567009173279869,0
183,37835.61241,2,2,1,800,3089.834347,1,22893.85541,3,2,14.32610327,1,1,355,394,True,0.20612659895760765,0
33,46189.74156,1,1,8,800,23751.33316,2,26507.23021,6,3,17.56616156,0,2,561,74,True,0.1726389156186951,0
166,46600.63388,0,0,8,800,132648.6166,1,9836.134883,5,2,18.31879781,1,1,270,293,True,0.18817125261649256,0
2159,75933.45596,0,3,10,800,91240.81732,2,16098.4575,6,1,12.840564,0,0,351,-143,False,0.9834195526695527,1
3021,71388.5979,0,4,6,1500,40503.76407,0,15613.3176,7,2,19.63667529,1,2,298,-111,False,0.9766543421855922,1
2484,34701.54607,2,2,7,2000,80253.92834,1,30328.31524,1,0,11.02813915,0,0,528,311,True,0.9582674800689506,1
3471,56190.93184,0,5,5,1500,105829.6503,1,12797.54667,2,1,13.62746549,0,1,522,-91,True,0.9692944677871149,1
2025,76952.12823,0,4,2,1000,30984.07389,2,22836.31213,10,3,11.55878543,0,1,385,261,False,0.9844524699157051,1
3165,29431.78378,2,5,7,1000,97858.12835,1,13048.41637,4,2,15.01894834,0,0,279,172,True,0.99,1
1011,32671.97064,2,1,5,800,45696.85834,2,23353.47969,4,0,13.30002175,1,2,429,218,False,0.11465668440939224,0
2643,41078.07776,0,5,9,1500,75075.66735,1,19591.84006,10,0,12.20626173,2,0,294,8,True,0.9983333333333333,1
1778,40103.021,2,0,10,1500,23111.4658,0,28660.95793,8,3,13.63522239,2,0,391,-53,False,0.9792746212121212,1
869,47046.98182,2,0,10,2500,39114.24999,2,6268.364934,5,0,14.88296535,2,1,435,389,False,0.2296235709314343,0
2453,49639.10483,1,3,6,2000,107139.3785,0,8399.786041,9,0,13.43455312,0,0,444,-18,False,0.9833959933040817,1
1403,74472.63437,2,3,7,1500,35967.60011,1,23899.60929,4,3,19.12640004,1,2,245,363,False,0.33733626061760735,0
1159,44220.51633,1,0,1,2500,61442.82524,1,28454.18823,9,0,14.84077598,0,2,320,-151,False,0.4118452055984952,0
1745,76440.04437,2,1,4,2000,104079.8904,1,30155.792,7,2,11.29655631,2,0,327,-47,False,0.950352811404282,1
411,30277.00037,2,3,5,800,87661.14399,2,10141.457,2,3,14.286863,0,2,467,197,True,0.3000725808097133,0
2865,43829.52124,0,5,5,1000,23805.15441,2,27097.1772,1,2,14.71968555,2,0,476,456,True,0.9971212121212122,1
578,45775.73783,2,3,10,2000,92247.09259,1,25067.17548,2,0,14.82034876,1,1,272,389,True,0.3042901118666783,0
194,39041.52205,1,1,6,2500,85807.61179,1,11062.24453,1,3,10.61429313,0,1,535,-169,False,0.1660703359140859,0
644,73942.85006,1,0,6,1500,116910.7187,0,19178.31902,3,1,16.42197105,1,1,535,243,True,0.11783470349095347,0
2430,76061.44149,1,0,4,800,7880.939122,1,26307.87432,3,3,14.90792609,2,0,377,474,True,0.9568551597858662,1
314,63622.32817,2,0,6,1500,118022.8426,1,12023.50723,8,0,16.69308839,2,1,446,516,False,0.2439898870801542,0
1295,70941.98565,1,1,3,2000,123752.9029,1,14151.37683,5,1,18.20271121,1,2,295,115,False,0.08986005113307746,0
3267,51755.38108,2,5,8,800,124580.277,1,9880.447675,1,2,11.0160626,2,0,269,-137,True,0.9885025807525808,1
978,72933.73334,0,0,5,800,45042.30049,2,23891.98816,1,2,16.13916091,1,2,479,477,True,0.2810501689895074,0
229,37661.65026,1,2,10,1000,140449.7625,0,29552.63619,6,2,18.92390798,1,2,431,472,True,0.4060053208208199,0
3149,48711.69038,0,4,5,800,99105.93995,1,19403.73318,6,0,15.51405329,1,2,443,451,True,0.9703608638093931,1
2763,31586.32757,2,1,5,800,79684.02162,0,12846.3366,1,3,14.18444233,1,0,244,358,False,0.9613295211732712,1
3211,33209.53603,0,2,3,800,113825.5175,0,18433.9789,9,2,17.5114906,1,1,518,-66,True,0.8925922529268118,1
2354,77170.00851,0,3,2,1000,22533.50917,1,16835.47058,10,2,16.79283041,0,2,482,147,False,0.9543861277611282,1
2644,39344.80213,1,4,1,1500,96657.60502,1,5177.260416,5,3,15.10723109,1,0,294,394,False,0.9975,1
2138,39021.95772,2,4,9,1000,37301.42661,1,10801.82277,1,0,19.32837345,2,1,438,164,True,0.9178724747474747,1
295,36503.58642,2,1,6,2000,77651.8145,0,15727.57237,6,2,9.957202342,1,1,246,127,True,0.2172060139615287,0
3189,36078.95949,0,2,5,1000,82950.5549,2,8793.546735,4,0,19.4503992,1,2,532,486,False,0.5493493793787914,1
2573,70719.76438,2,0,9,1500,5513.861363,0,19888.37401,8,3,14.44225908,2,0,569,39,True,0.9661817588478772,1
3058,38283.83043,0,0,1,2500,97839.89805,1,6169.495965,7,2,10.53671598,2,2,527,291,False,0.26107736299648066,0
952,35992.76212,0,1,1,2000,122414.3008,0,22324.48296,2,2,12.97584979,2,1,415,-138,True,0.1545199661449663,0
80,78700.00742,1,0,10,1000,142232.0441,2,17934.73683,1,3,19.24328117,2,2,365,-174,True,0.25514077767347887,0
3456,67335.32753,1,2,8,2000,118932.067,2,17528.71829,10,2,11.1069771,0,0,423,332,True,0.9890783730158731,1
1795,55261.45034,1,4,2,2000,140440.4846,1,24519.28371,9,3,10.58838564,1,1,535,87,False,0.9775251068376067,1
2377,78782.25367,0,2,2,800,17424.11624,0,19105.27716,10,0,14.44311253,0,2,524,474,False,0.5935417475648704,1
2022,34562.98365,1,5,7,800,119562.9595,0,16824.76746,8,3,12.54977854,2,0,263,79,False,0.9993371212121213,1
1498,71716.49204,2,2,1,2000,55757.69712,2,7269.317359,7,1,19.56212933,2,2,399,80,True,0.27938389429198246,0
1128,53972.47261,2,1,2,800,8646.404259,2,19403.68206,2,0,18.03413432,0,1,393,-152,True,0.1887462737103797,0
291,45331.8791,0,0,6,1000,130364.0634,2,23390.36398,1,0,10.38498284,1,2,436,191,False,0.1481180520868021,0
1105,52283.38638,1,1,5,800,44590.24162,2,17886.2423,4,0,15.07957639,2,2,545,-100,False,0.09494364117981328,0
1455,52274.63829,2,1,3,2500,79521.10661,2,11787.21748,10,1,14.04502295,1,1,441,87,False,0.24623359787572263,0
408,30379.63639,2,0,2,2000,144614.7803,2,7221.859081,7,1,14.88635004,0,1,554,-78,False,0.24603150720230332,0
410,42496.14751,2,3,10,2000,25938.51486,2,6566.172545,5,0,14.34259323,0,2,443,261,False,0.21678172868797863,0
2042,56154.34812,1,4,4,1000,76538.43304,0,22294.23317,5,2,17.68416721,0,2,422,328,True,0.9832043061105561,1
1407,54135.16913,1,0,3,1000,145846.6617,0,5792.568702,5,0,18.00735174,2,2,517,-133,False,0.22548092434741052,0
1760,73325.61988,0,4,3,2500,114998.0831,0,6194.175215,1,1,16.94649223,1,1,501,-55,True,0.9520723806422334,1
2886,50777.02731,0,3,2,2500,112615.0956,1,12208.05486,4,0,16.51983516,1,2,563,-171,True,0.6570691506206212,1
2077,73425.78924,0,0,7,1500,123444.9727,1,27610.60761,6,1,11.13930564,0,0,296,-1,True,0.957081037018537,1
1805,57547.108,2,0,9,2500,56499.21227,0,16153.22438,10,2,10.04799019,1,0,276,-174,True,0.9677084868713157,1
1921,51976.39239,1,2,8,2000,37253.24474,0,21895.81244,10,2,11.39478909,0,1,521,159,False,0.8193649759146082,1
257,58434.88817,1,1,5,1000,128057.9116,0,15463.75589,7,2,12.05033122,0,2,506,309,False,0.183397989061592,0
415,32356.14222,2,0,1,800,7244.92105,0,28797.23416,6,0,16.55755128,2,1,560,332,False,0.2569677144428498,0
3074,66509.00306,1,5,1,1500,33277.64801,0,6034.046122,7,0,10.58541107,2,2,407,213,False,0.9447608126522602,1
3401,78156.86617,0,4,4,2500,123456.0091,2,19139.93509,4,3,11.29666853,2,2,481,57,True,0.9583926282051282,1
511,64805.00494,1,0,2,1000,44423.3491,0,10064.55834,7,2,11.77548145,0,1,305,228,True,0.200493423039379,0
1497,46997.38043,2,2,9,1500,74700.66447,2,17689.93485,5,0,16.36448399,2,2,528,13,True,0.14782004963990272,0
1783,48338.69677,0,2,7,1000,111726.4243,0,23084.26099,7,1,16.56228664,0,0,387,26,True,0.9878099747474748,1
238,61793.60394,2,3,5,1000,69194.45682,2,24444.97601,4,3,13.90879352,0,1,339,421,True,0.36026372332303064,0
1954,72524.01152,0,3,10,2000,40319.33351,2,27030.63076,6,0,15.10377526,2,1,254,78,False,0.8959627700730641,1
1694,46451.74922,0,5,2,2500,65589.32626,0,12917.95883,9,0,11.61781828,1,2,260,156,False,0.9739988610245962,1
1268,75981.00583,0,0,3,2000,26305.71513,1,5644.212802,6,1,17.1536858,0,2,250,82,True,0.1483141952002247,0
2309,72379.20365,0,2,9,1000,121523.6355,0,12956.07994,9,2,11.75891378,0,1,273,104,True,0.9281500260360553,1
802,72187.8058,0,0,5,1000,61551.64017,1,17840.05014,4,1,17.82015352,0,2,422,236,True,0.10102016258595206,0
174,69073.72403,0,0,6,2000,31366.24075,1,20618.88012,7,2,11.23558269,2,2,334,-100,False,0.2511291937229439,0
3192,59826.97069,0,4,6,1500,13759.44166,1,27281.69502,5,3,12.18680451,0,0,316,317,True,0.9951201923076922,1
2443,31076.06655,1,4,5,2500,81193.84195,2,27965.03764,9,3,20.27338551,2,2,401,447,False,0.9731498015873017,1
3463,41677.62286,1,2,4,800,6114.029379,0,7783.317245,9,0,18.55412542,1,0,568,-171,False,0.9078302158367946,1
1553,67963.27992,2,3,9,1500,143702.7722,2,24738.28601,7,3,12.853372,0,1,528,-131,True,0.36443742966914383,0
1037,31956.45442,2,2,5,2500,52935.74167,2,30224.54264,9,0,19.07591204,1,1,479,466,False,0.3589868177702931,0
1468,64799.23622,1,1,8,2000,89010.44467,0,13506.62688,6,0,15.42064842,1,1,297,11,False,0.08587755096165058,0
2912,50592.09911,2,4,1,2000,10993.95997,2,20905.80446,10,2,19.86297009,1,1,462,169,False,0.9812454455266955,1
102,35892.43429,1,0,1,2500,19437.55658,2,22952.20204,7,3,10.7935488,2,1,275,132,True,0.18459049794160096,0
402,74177.97134,1,0,7,2000,86063.96019,0,14812.66758,5,0,19.10349825,2,1,282,-16,True,0.14387796986510223,0
1909,54454.51319,1,5,2,2500,60524.11883,2,25427.64594,5,3,10.23743643,1,0,540,-3,False,0.9862820512820514,1
239,57074.93089,2,1,6,2500,59643.78841,1,5913.189726,1,0,13.59965646,1,1,387,483,False,0.26215764646346235,0
1963,66859.57962,0,4,4,2500,132497.6544,1,6435.826394,7,0,18.75027397,1,0,390,319,True,0.9940833333333333,1
358,74502.16561,2,1,2,2000,51721.33841,0,20072.00068,6,1,16.17566313,0,1,476,371,True,0.1819258775817406,0
2028,46244.27478,2,3,7,2500,27241.47145,2,8911.789502,10,3,18.85807967,0,0,554,432,False,0.9567436497326203,1
811,46842.11903,1,0,9,2500,132135.4611,1,18272.45341,5,1,11.48933371,0,1,278,494,True,0.18762901171540883,0
2903,72230.50445,1,1,5,1500,9840.437235,0,21068.50996,10,2,15.66251173,0,0,246,245,True,0.9704218142968144,1
2246,67442.69305,0,5,5,2500,126251.1368,2,17400.23296,9,1,19.07695853,2,1,397,-143,True,0.953085116272616,1
1825,31208.99599,1,5,8,2500,119122.9036,2,6130.524769,4,2,17.67436579,0,2,485,38,False,0.9491213483154275,1
44,64590.9917,1,2,10,2000,136309.9514,1,8218.596224,10,0,17.82157217,0,1,433,212,False,0.344880823424941,0
2477,59148.72582,1,2,3,1000,2286.395706,0,9393.767023,2,3,17.54837537,1,0,267,257,True,0.956538785410496,1
3346,35201.6853,2,5,6,800,93226.6636,1,20148.15107,9,3,16.63627107,1,2,393,-77,True,0.9881513798701299,1
2285,59080.82487,1,1,6,2500,78854.11458,1,21463.50176,9,2,18.58248772,1,1,341,-144,False,0.833176682128501,1
3131,45442.72895,1,3,5,1000,139124.8497,1,6516.452122,2,3,16.35001643,0,1,348,421,False,0.834693976162726,1
2538,67235.70864,2,5,4,800,130350.181,1,19898.03845,7,1,16.18297134,2,2,423,495,False,0.9513247863247863,1
1429,44243.91619,1,0,9,1500,26506.4136,0,19427.75468,7,2,10.20136915,1,1,340,135,True,0.15917491280649176,0
3542,62134.21492,1,4,1,1500,103022.3069,1,26899.78747,9,0,11.78122324,2,1,528,153,False,0.9591205808080808,1
1735,29331.74536,0,0,5,800,105997.627,2,20049.87691,10,3,16.84946465,1,2,471,172,False,0.8144425245914216,1
58,77756.44532,2,1,8,2000,38918.08732,0,25665.04638,4,0,12.85790131,1,1,377,167,False,0.13557752169030637,0
1737,50826.56216,1,4,8,2000,34440.67037,2,17520.23695,2,0,15.25440502,0,0,279,430,True,0.9975,1
549,59872.28532,0,0,5,2500,13267.2773,1,6976.628394,10,0,15.69456047,2,1,429,375,True,0.31773513701425865,0
2098,50612.77323,2,3,9,1500,128145.5581,0,12073.27869,10,1,18.66842625,0,1,571,46,True,0.324188983606263,0
3141,68094.41145,1,1,6,800,91530.41309,2,12614.01534,7,1,10.2197883,0,0,403,-121,False,0.942840367965368,1
1860,45519.18436,2,4,8,2500,102106.8759,1,5718.219603,4,0,15.05837864,2,2,243,-156,False,0.8593277988351518,1
1947,62986.02025,0,5,5,1500,52108.97816,1,21477.47897,8,0,16.66759234,1,0,443,408,False,0.9937341269841271,1
969,58069.87234,0,0,8,800,102822.1839,1,13225.87782,3,3,15.22323766,0,2,369,-2,True,0.10751500235875237,0
1584,54231.24511,2,0,8,800,94192.47664,0,9147.902904,10,3,12.0488853,1,0,299,314,True,0.9899895833333333,1
309,34846.92578,0,1,9,1000,48548.68451,1,13482.3479,5,1,14.9024778,1,1,539,145,False,0.11221020788851675,0
1392,59676.70559,2,3,6,1000,26597.45056,0,28437.12755,5,2,11.78303025,1,1,271,-122,True,0.324862652322308,0
1618,41120.68513,0,5,3,1500,90060.51768,0,14472.88749,6,0,10.26821895,1,2,395,64,True,0.9700924804362304,1
1132,56139.90624,0,1,2,2000,43650.52207,0,12941.8642,5,3,11.58900805,2,1,332,276,True,0.12263300996389233,0
3433,78846.6559,0,5,6,1500,12840.91073,1,29085.62599,10,0,17.19549531,1,2,429,438,True,0.9226413343600843,1
3394,60053.74747,1,1,6,1000,85135.86791,1,14474.03595,10,2,10.98625339,0,2,293,406,True,0.8889450063825063,1
2812,53728.38274,0,2,6,2500,53063.81911,1,26657.59744,6,3,12.00039466,1,0,490,48,False,0.9828263697087226,1
1665,72939.07133,1,1,8,1000,149194.0918,1,20226.30341,1,1,19.23772553,0,1,256,186,False,0.28758977133977137,0
3114,65985.99159,0,4,1,2500,128373.8452,2,25015.9597,2,1,17.17696818,0,0,556,486,False,0.9853690476190476,1
1414,73821.66256,2,3,2,800,104569.3188,2,25251.31839,6,3,12.13818928,1,1,506,-80,False,0.3336025968033515,0
1422,43084.19817,0,1,8,1000,39754.06796,2,18140.51716,1,1,11.54353202,0,2,377,172,True,0.10676721807604159,0
712,43419.78751,1,1,2,2500,91343.4986,0,14019.17614,5,2,11.23842674,2,1,325,391,True,0.17223494122836233,0
3546,35565.10375,1,4,6,1000,93277.87913,2,20007.29773,2,1,12.97055973,2,1,336,181,True,0.9730427350427351,1
188,33947.38307,1,0,7,800,90161.44631,2,29597.59019,4,3,14.95230187,1,1,299,120,True,0.1757837552561817,0
1465,42581.55171,0,1,1,1000,97164.89216,2,29426.84341,4,2,16.79906466,2,2,286,259,False,0.2777835971325716,0
2707,50238.35205,1,1,2,800,85690.44222,2,22301.91042,10,1,14.77891395,2,0,503,426,False,0.9465241945554445,1
1377,34418.75634,0,1,7,2500,4136.370392,2,5557.471544,3,2,11.63273688,0,1,445,478,True,0.20378757235626435,0
2210,42513.96747,0,0,7,2500,44105.35886,0,18181.87369,5,2,12.34933624,2,0,448,83,True,0.9740397184514832,1
1283,32990.048,0,0,6,2500,86922.0151,1,27392.52089,5,3,12.80343229,2,1,476,217,False,0.24616058349330408,0
2401,54300.93831,2,5,7,800,88827.61684,2,28272.94217,10,1,14.79115353,0,0,561,347,True,0.9855833333333334,1
1965,46474.7289,1,2,5,2500,28781.04247,0,8893.206596,8,1,17.48388077,2,0,333,99,False,0.9487352492278963,1
354,64111.71335,2,1,4,2500,37688.3229,0,8209.41129,7,3,18.7464514,1,2,287,28,True,0.19069294456833152,0
240,75429.40225,2,2,5,2000,77881.52709,1,28326.1053,10,0,13.1984542,0,1,396,-33,False,0.22229259221170988,0
2071,55030.42934,0,5,8,1500,139188.477,1,6634.08114,9,3,10.48045008,0,2,561,-171,False,0.9217336813513285,1
2673,40153.35785,2,0,1,2000,116352.6894,1,21784.85173,10,2,19.54441573,1,2,534,267,False,0.8064812687312686,1
912,77309.57622,1,0,5,800,87629.69523,2,11122.04107,4,3,18.86969097,0,2,364,191,False,0.1682506016730088,0
678,63714.9592,2,1,7,1500,34113.49348,0,19209.0592,1,0,10.67375437,1,1,314,256,False,0.1792978787961112,0
2678,58208.84097,2,5,1,2000,85823.20179,2,16722.89172,6,2,17.14046357,0,2,554,-148,False,0.8969840102707751,1
1022,69166.37418,1,0,5,2000,106774.7721,2,21728.69009,4,2,10.35358489,0,2,454,-11,False,0.12082709284179875,0
2785,63385.0736,1,2,9,2000,134779.5546,2,15765.06522,1,1,12.64398795,1,2,519,56,False,0.25893438363107474,0
2206,61942.52022,0,5,10,1000,79549.43157,0,18076.6033,8,0,15.76203424,2,2,403,-139,True,0.9694373439060939,1
2889,56353.56551,0,2,7,2500,103514.3443,0,29255.96753,10,3,13.92995637,0,2,459,82,True,0.9267679532477325,1
152,78915.31205,0,0,9,800,95429.26777,1,22438.51577,5,3,13.77735842,1,1,424,95,False,0.2016858809083074,0
752,46973.31618,2,1,1,800,94910.91063,2,14893.78216,3,1,11.41529436,1,2,504,481,True,0.1544090643833291,0
1220,34513.42225,2,3,1,1000,65845.04327,1,19807.84414,4,0,12.91685388,2,1,298,158,False,0.3096134634844001,0
1057,54159.06009,2,2,9,800,94336.09937,2,21537.68697,3,2,10.77571601,1,2,252,-97,True,0.23310915310180014,0
605,33096.36619,2,1,2,2500,56713.82806,0,12321.18538,9,0,18.02910289,2,1,402,188,False,0.22956894466472644,0
256,69606.76292,0,1,6,2000,123834.6978,1,13106.28403,8,1,11.49348615,1,1,414,-98,True,0.19139419363316432,0
1601,59981.58466,1,5,5,800,50765.06669,2,12247.83655,1,0,14.72600826,2,0,277,266,True,0.9967445054945056,1
346,73287.38667,0,1,6,2500,113462.904,2,6689.158551,9,1,14.23464633,1,1,247,428,False,0.41739083522471704,0
1210,40091.41219,0,1,6,2000,88948.89938,2,28365.02394,7,0,10.70301525,0,2,364,375,True,0.20006954850704858,0
3135,41938.77547,0,5,4,2500,30353.26551,1,11738.25657,9,3,15.34004517,2,2,502,483,True,0.9971666666666666,1
3126,55936.91708,1,4,7,2000,140428.2741,0,21264.70491,4,2,11.80931928,1,0,561,-113,True,0.9951095779220779,1
3337,74650.88249,0,0,9,2500,60998.66068,0,17096.26194,6,1,12.12682761,1,1,300,458,True,0.18367124786977734,0
1832,66781.05957,2,3,9,1500,22582.2218,0,25836.57354,4,1,12.29287689,1,0,428,483,True,0.9660129519173636,1
1826,41674.17812,2,4,1,1500,14313.65281,1,13688.58164,9,1,18.83031087,2,0,521,-61,False,0.9920614697802198,1
2727,52734.9671,1,4,4,1500,146550.2908,0,24961.75692,5,3,16.34511772,2,2,518,-79,False,0.9612174284049284,1
2507,37661.53631,0,3,6,1000,67614.59648,1,8925.748884,8,3,13.0160432,0,0,420,452,False,0.9945238095238095,1
1221,57481.18263,0,0,1,2500,146308.9011,0,27594.58429,2,1,14.49277488,0,1,247,327,False,0.3708679012980484,0
949,41005.59279,0,1,9,2500,75891.59924,0,30896.46378,7,2,10.15394146,0,1,280,28,False,0.25009367368742375,0
178,61815.93365,1,0,2,1000,70778.50032,0,14388.89323,6,3,15.42207451,2,1,286,1,False,0.1585092107647255,0
3179,56553.49541,0,5,1,2500,21814.51044,2,24754.55035,7,0,16.75744714,0,0,497,122,False,0.9985416666666665,1
2560,55634.8073,2,2,2,2000,5249.801652,2,12420.02918,4,2,12.41609302,1,2,456,53,True,0.20757932261153172,0
501,70699.5234,1,0,4,1500,26341.91419,0,6464.093823,2,1,10.84646088,1,1,296,-97,False,0.19277079992792812,0
3366,65587.67271,2,0,5,800,83743.13348,1,4855.681475,7,0,16.99025714,0,0,391,67,True,0.969484362859363,1
1803,49415.22205,1,3,8,2000,143294.146,2,15784.48018,2,1,16.97446995,1,0,410,16,True,0.9934821428571428,1
2778,59614.02797,2,2,10,1000,3460.99276,1,17187.82745,7,0,10.94466163,2,0,541,-46,True,0.9316681547619049,1
3373,47114.78936,2,3,3,2000,104469.2767,2,17275.72734,3,2,13.01850075,2,2,441,160,False,0.20777945684776186,0
2347,66626.76088,0,0,8,2500,98839.57604,2,12422.84777,9,1,16.10601162,2,1,529,285,False,0.26434871174577057,0
3370,46275.66532,2,5,9,2500,13865.58979,2,12999.83406,10,1,17.53411339,0,1,292,516,True,0.8932366002053501,1
495,77119.45079,0,1,8,1500,108993.1659,1,18191.65197,4,2,14.5558532,2,1,348,170,True,0.12913624835132193,0
621,73921.04648,2,2,9,2500,119510.7281,1,5158.315122,5,3,19.64570242,1,1,295,324,False,0.2797199894403841,0
14,41602.19778,1,2,10,2500,57049.03832,2,27165.50715,3,2,15.79429255,1,2,484,395,False,0.26782241660115835,0
2601,65321.57138,2,1,1,2500,69938.4602,0,13123.91206,2,2,18.206498,0,0,357,509,False,0.9485465576090576,1
173,54317.54738,2,1,7,2500,5645.292802,2,10110.65333,7,3,18.88346722,2,1,264,-143,False,0.21955165769687826,0
2304,53748.18108,2,5,3,1000,153615.2021,1,19953.38145,9,2,18.18403016,2,1,455,-130,False,0.9625875127731747,1
331,62462.889,0,1,8,1500,90264.3839,1,15015.53834,1,0,14.72649466,1,2,551,269,True,0.0899381153976742,0
1424,69785.00349,1,2,6,2000,150749.3846,0,7714.159877,7,2,14.02531795,2,1,349,-66,False,0.3866323329448329,0
3239,81923.81194,1,0,4,2500,141917.2206,0,6291.064589,4,3,13.40045002,1,2,405,376,False,0.2234729675961294,0
612,50389.39893,2,2,7,800,10477.51301,1,9483.166402,9,1,12.27707417,1,2,552,-86,False,0.23526108960483974,0
3096,76319.2236,0,1,3,1500,40483.74639,1,26097.35058,4,0,17.08028332,0,1,466,173,False,0.19134443512713645,0
2020,70714.41718,0,5,5,1500,49264.58345,1,26960.02748,2,2,18.94718651,1,1,427,323,False,0.974441041801336,1
2753,49414.81463,1,4,10,1500,125767.8623,1,27611.33093,6,1,16.13164306,0,0,536,450,False,0.9991060606060606,1
1406,37401.57793,2,2,6,800,98252.89767,2,14522.65667,1,0,19.73119022,1,2,295,353,True,0.13552359895006952,0
3111,67434.65008,0,0,9,2500,22773.12215,0,26485.41563,7,1,18.95841419,0,0,570,133,True,0.9410403509888805,1
3006,78535.41394,2,5,3,2000,110699.396,0,14375.26794,8,1,13.90261118,0,0,319,517,False,0.9719465579710144,1
985,50546.28511,2,3,3,1500,8237.412241,2,13534.3758,6,1,11.56872736,2,2,542,387,True,0.26682362835551765,0
3279,56422.11945,2,5,7,800,18449.57136,2,9204.119452,1,3,15.69659169,1,0,340,474,True,0.9893621794871794,1
1546,54802.39908,1,1,1,2500,34926.50258,0,23654.27394,4,0,12.33198842,2,2,456,328,True,0.13183300051563693,0
1431,35275.75854,2,1,10,2000,140265.6169,2,18692.16843,10,1,11.21796488,0,2,574,436,True,0.3107043612025229,0
324,54094.84152,1,0,2,800,65814.69702,1,5640.697312,2,1,20.28656263,0,1,407,296,True,0.2565486154712162,0
997,67131.74898,2,2,10,800,25435.7534,2,18086.2564,1,0,13.14842688,2,2,358,79,True,0.21117409531349327,0
2344,48811.62557,2,5,4,1500,5751.707244,0,21127.48862,5,2,11.6331981,2,1,320,107,False,0.9250306499056498,1
2299,82506.7256,2,3,10,800,58386.78404,0,18042.74331,8,1,16.0253379,0,2,282,-44,True,0.2749070622285391,0
63,79593.14318,1,1,7,1000,50850.78043,1,10661.4668,4,3,11.97868963,0,1,247,253,False,0.23810475370218026,0
266,41695.29559,0,0,9,2000,106260.8159,1,23883.90199,4,2,15.35791891,1,1,318,325,False,0.16175056642703717,0
1446,50554.4067,2,1,7,1500,47951.58979,0,10928.78628,6,1,15.34850087,0,2,401,-51,True,0.0622581082166028,0
2104,64051.93061,0,4,8,2500,49870.69945,2,25742.72798,6,0,12.88980288,0,0,483,236,False,0.9991666666666668,1
157,64373.50549,0,1,3,800,126098.036,2,14784.46327,3,3,12.2259698,2,2,388,146,True,0.14661069424856193,0
929,72862.23975,1,1,8,2500,144397.0374,1,10251.33448,2,0,16.08733123,2,1,305,173,True,0.13268978937728942,0
61,54322.51772,0,1,7,1500,49555.56731,1,17761.69482,3,3,15.19163208,2,2,439,387,True,0.12982688394337,0
2876,66452.40166,0,5,8,1500,93957.55167,0,18000.4424,9,2,10.39370258,0,0,391,246,False,0.9993055555555556,1
3307,44266.87844,2,5,4,2000,102442.5236,0,8307.645875,7,2,14.56662284,1,2,525,100,False,0.9216489690864688,1
254,39779.16085,0,0,9,2000,123552.6444,0,8498.547187,3,2,20.09097964,2,1,562,310,True,0.19832934426684423,0
2409,75727.69467,2,4,2,2500,130159.4036,2,26757.08057,4,0,10.34450919,0,1,509,327,True,0.8948122918747918,1
1861,75324.91019,0,5,4,800,75592.29045,2,7918.1384,7,2,14.38128251,2,0,379,270,True,0.9977083333333333,1
1336,65519.82029,2,3,4,1500,54758.54502,1,27912.87849,3,3,14.09772865,2,1,464,120,False,0.27749169111117644,0
2854,51102.924,0,1,9,800,135930.5819,0,12877.833,5,1,17.09131225,0,0,572,-59,True,0.9479579483016984,1
803,62771.76362,0,0,7,2500,24022.05383,2,16732.61335,3,2,12.49100983,1,1,401,118,False,0.11632037258836797,0
124,48832.64784,0,0,3,1000,98217.50528,0,25508.13459,1,1,19.03138429,1,2,296,503,False,0.3440445302568948,0
1677,79736.89481,2,2,9,800,84268.8797,0,27480.65764,5,0,10.12566523,1,0,245,193,False,0.9374321442446443,1
2499,31211.73157,2,0,10,2500,10494.76793,1,22100.89597,6,1,13.24900179,1,2,486,-86,False,0.1915995987786344,0
263,48639.9521,2,2,8,1000,108461.1147,0,13281.09182,4,0,18.72081851,0,1,479,307,False,0.13958157550924497,0
1459,63176.57113,1,1,1,800,120590.5857,0,7980.594069,4,1,17.84364257,0,2,534,139,True,0.18824854985700576,0
567,68260.05921,0,1,2,2000,136795.3825,0,25840.82898,2,2,19.00168325,2,1,376,168,False,0.279530217331688,0
