Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Need_Maintenance
Truck,51589.25653,Average,1,8,Petrol,Manual,2000,123303.3241,17/2/2024,24/6/2024,Third,6822.355391,2,3,20.04867518,Worn Out,Good,0
Truck,50645.21018,Average,2,2,Electric,Automatic,800,59629.17118,14/12/2023,26/8/2024,Second,8287.978625,10,1,15.49284419,New,New,0
Truck,55686.8689,Poor,1,4,Electric,Manual,2000,122127.1211,27/6/2023,14/4/2025,Third,24880.48084,1,1,19.98613603,New,Good,0
Truck,70585.47103,Average,2,10,Electric,Manual,800,87814.03122,3/7/2023,19/4/2025,Second,13511.29628,3,3,15.73584302,Good,Good,0
Truck,56644.19163,Poor,1,2,Electric,Automatic,800,93782.11924,8/10/2023,6/12/2024,Second,18324.69662,4,0,11.03381782,New,New,0
Truck,78239.80899,Poor,0,2,Petrol,Automatic,2000,108447.1703,16/4/2023,6/7/2025,First,20111.83233,3,1,13.12874841,Good,Good,0
Truck,37763.82722,Good,0,10,Electric,Manual,1000,57261.04509,21/1/2024,20/7/2024,Second,29494.77261,6,2,15.71048314,Good,Good,0
Truck,44667.54956,Poor,0,8,Electric,Manual,1500,54093.18508,30/5/2023,21/1/2025,Second,10653.62674,6,3,12.38517887,New,Good,0
Truck,47229.09433,Poor,1,6,Petrol,Manual,2000,91212.69974,26/8/2023,29/12/2025,First,16849.76693,6,1,11.76354004,New,New,0
Truck,32514.22324,Average,1,5,Petrol,Automatic,1500,66077.48761,16/8/2023,30/4/2024,Third,21065.25447,7,3,13.59207286,Good,New,0
Truck,30687.64822,Average,2,7,Electric,Manual,800,125492.7379,2/9/2023,2/1/2026,Second,28522.71224,9,1,13.43330033,New,Good,0
Truck,54814.64103,Average,0,7,Electric,Automatic,800,73006.9294,24/11/2023,16/2/2025,Second,28873.76778,3,3,12.28282307,Worn Out,Good,0
Truck,35763.46238,Average,1,3,Electric,Manual,800,85507.50872,15/11/2023,14/12/2025,Third,17627.68163,3,0,13.15737639,Worn Out,New,0
Truck,60798.48865,Poor,0,2,Petrol,Manual,1000,81499.52187,7/7/2023,22/7/2025,Second,5649.393228,6,2,11.64050148,Worn Out,Good,0
Truck,32629.43148,Good,1,8,Petrol,Manual,2500,68194.5135,31/5/2023,26/6/2025,Second,16830.56792,5,0,20.48911473,Good,Good,0
Truck,46636.78874,Good,2,2,Petrol,Automatic,2000,90500.289,29/6/2023,31/8/2025,Third,29434.10734,7,0,10.71904881,New,Good,0
Truck,45290.68367,Average,1,3,Electric,Manual,2500,141193.3229,31/10/2023,26/6/2025,Second,25850.51571,8,0,18.85706718,New,Good,0
Truck,54733.55558,Good,3,9,Electric,Manual,1000,28474.08001,23/1/2024,2/10/2025,Third,5102.606791,10,0,12.35966103,Good,Good,0
Truck,56797.97248,Good,1,8,Diesel,Manual,2000,74278.93521,2/2/2024,31/7/2025,Second,19356.11304,7,1,10.35050808,Good,New,0
Truck,35895.08742,Average,0,9,Diesel,Manual,1000,151749.346,4/5/2023,24/3/2026,Second,26960.43553,9,0,15.29937458,Worn Out,Good,0
Truck,77119.45079,Poor,1,8,Electric,Manual,1500,108993.1659,11/11/2023,13/4/2025,Second,18191.65197,4,2,14.5558532,New,Good,0
Truck,79749.29824,Good,3,10,Petrol,Manual,2500,69704.27934,22/9/2023,20/11/2025,Third,17674.75292,9,0,13.48994411,Worn Out,New,0
Truck,30460.46798,Poor,1,5,Petrol,Manual,2000,134287.7916,2/2/2024,22/4/2025,Third,22506.03401,7,1,18.43821093,New,Good,0
Truck,46693.95315,Average,0,1,Electric,Automatic,1500,109544.6058,11/9/2023,23/11/2025,Second,22394.98055,8,1,17.46114136,New,New,0
Truck,57981.80761,Good,2,5,Petrol,Automatic,2500,48584.54543,9/5/2023,18/7/2024,Third,14406.2527,8,0,14.37962399,New,New,0
Truck,48479.83081,Average,1,8,Diesel,Manual,800,130510.3475,3/4/2023,23/2/2026,Second,21797.20391,2,3,10.20381323,Good,Good,0
Truck,70699.5234,Average,0,4,Diesel,Automatic,1500,26341.91419,2/1/2024,20/7/2024,First,6464.093823,2,1,10.84646088,Good,Good,0
Truck,66206.20046,Good,2,7,Diesel,Automatic,800,142283.1042,19/11/2023,8/10/2024,First,23234.90062,3,3,17.97960804,New,New,0
Truck,45757.27675,Poor,1,4,Petrol,Manual,2000,50157.82919,7/11/2023,2/11/2025,Second,23924.26651,9,0,17.96424644,Worn Out,New,0
Truck,54137.56797,Good,1,5,Petrol,Automatic,800,82191.96254,17/5/2023,27/7/2024,First,19826.07589,5,1,17.94794368,New,Good,0
Truck,45352.15661,Good,1,3,Electric,Manual,2500,124509.9895,7/6/2023,5/2/2025,Second,6590.909819,1,0,12.48536455,Good,Good,0
Truck,34236.09758,Average,0,4,Petrol,Automatic,2500,117522.3753,10/10/2023,11/10/2024,Second,29909.74206,4,3,16.29804772,Good,New,0
Truck,75274.96863,Average,1,4,Petrol,Automatic,2000,115520.1639,20/1/2024,6/5/2024,First,7458.287918,2,2,14.25177705,New,New,0
Truck,68995.46169,Good,1,9,Petrol,Automatic,2000,71460.05831,13/5/2023,5/2/2026,First,7468.521359,6,1,16.87933267,Worn Out,Good,0
Truck,71535.4266,Average,2,10,Diesel,Automatic,1000,84067.82158,29/5/2023,3/4/2025,Second,14204.70874,4,0,16.09822125,New,New,0
Truck,72613.2353,Average,1,6,Diesel,Manual,2000,58142.80011,29/7/2023,6/3/2025,Second,11256.06888,2,2,13.52386023,Worn Out,New,0
Truck,64805.00494,Average,0,2,Diesel,Manual,1000,44423.3491,24/12/2023,10/6/2025,First,10064.55834,7,2,11.77548145,Worn Out,Good,0
Truck,53754.56799,Good,2,4,Diesel,Automatic,2000,146218.1618,12/6/2023,1/2/2026,Second,10067.21175,3,0,10.9783646,Worn Out,New,0
Truck,42049.49805,Poor,1,10,Electric,Manual,800,118951.0994,10/2/2024,2/2/2025,Second,15023.4916,3,0,12.56989449,Worn Out,New,0
Truck,60443.18454,Poor,0,4,Petrol,Automatic,1000,4515.907857,23/5/2023,13/5/2024,Second,19201.4026,2,1,12.25944834,Good,New,0
Truck,34283.72168,Poor,1,6,Petrol,Manual,2000,101282.975,7/10/2023,10/5/2025,Second,7510.295923,7,3,14.88191027,Worn Out,New,0
Truck,28668.88837,Good,0,4,Diesel,Automatic,2000,48649.09976,21/9/2023,16/1/2025,Second,26046.90863,2,1,18.16983045,Good,Good,0
Truck,51708.74653,Average,1,5,Petrol,Manual,2500,87481.10855,21/2/2024,6/7/2024,First,20065.62275,7,2,15.27635253,Good,Good,0
Truck,62101.65303,Average,0,2,Electric,Manual,2000,140832.835,12/12/2023,11/2/2025,Third,7926.40833,1,3,20.39695001,New,New,0
Truck,63257.18644,Average,1,1,Electric,Automatic,800,9269.330457,9/11/2023,13/11/2024,Second,29417.9584,3,1,13.45646699,Good,Good,0
Truck,70746.90791,Good,0,6,Petrol,Automatic,1500,92915.02432,4/11/2023,9/5/2024,Second,19285.92772,8,1,13.68797848,Worn Out,Good,0
Truck,68086.31091,Poor,0,3,Diesel,Manual,1000,62680.61731,18/1/2024,7/3/2026,First,17662.30519,5,0,16.82449517,Good,New,0
Truck,34368.18065,Average,2,2,Diesel,Manual,1000,40996.44908,25/6/2023,30/1/2025,First,21416.01897,4,2,19.70256115,New,New,0
Truck,32098.69365,Good,3,7,Petrol,Manual,1500,81122.00837,29/6/2023,10/12/2024,First,8375.68216,8,1,13.68691916,New,New,0
Truck,56723.50156,Good,3,8,Petrol,Automatic,2000,76586.37063,20/2/2024,13/9/2024,Second,7553.757888,7,0,15.9654594,Worn Out,New,0
Truck,49991.59182,Poor,1,8,Electric,Manual,1500,77766.78292,9/4/2023,7/6/2024,First,26235.4061,4,1,18.08040482,New,Good,0
Truck,58855.61563,Good,0,4,Petrol,Manual,800,63114.39978,5/10/2023,22/7/2025,Second,12663.81235,8,1,10.75911824,New,Good,0
Truck,35847.6487,Good,1,8,Petrol,Manual,800,41067.59763,9/9/2023,11/6/2024,First,25260.23437,2,1,12.89567926,Worn Out,Good,0
Truck,73180.45349,Good,2,10,Petrol,Automatic,800,64038.68947,5/5/2023,5/10/2025,Third,28606.87962,1,3,16.14241297,Good,Good,0
Truck,69927.16051,Average,2,8,Petrol,Manual,800,93040.42059,20/5/2023,23/3/2026,First,24280.38785,2,3,12.54902975,New,Good,0
Truck,71536.68838,Good,0,5,Petrol,Automatic,1000,27073.51044,14/2/2024,15/6/2025,First,28220.16662,5,0,18.23355696,New,New,0
Truck,53839.57282,Good,0,5,Electric,Manual,1000,80445.35406,20/2/2024,1/9/2024,Second,8193.124149,8,0,15.77405442,New,New,0
Truck,82380.21808,Good,1,8,Diesel,Manual,2500,78011.83801,27/6/2023,2/5/2024,Third,9217.887331,4,1,13.759905,New,New,0
Truck,63936.17613,Good,3,3,Petrol,Manual,1500,76309.84471,23/1/2024,23/2/2025,Third,12960.00544,9,1,12.1765994,New,New,0
Truck,72285.93575,Good,0,1,Petrol,Manual,2500,39011.69711,9/5/2023,6/10/2025,Second,10479.9381,2,0,14.82062127,Good,New,0
Truck,62922.20197,Average,2,7,Electric,Manual,1500,108592.6935,7/5/2023,31/3/2025,Second,21198.01454,4,2,18.58639926,New,New,0
Truck,40187.33222,Average,0,3,Diesel,Automatic,2500,82270.4983,20/4/2023,17/10/2024,First,11193.13678,3,1,19.0901541,New,Good,0
Truck,54558.6312,Good,2,8,Electric,Automatic,1000,41116.63641,26/1/2024,29/5/2024,Second,13487.02377,4,1,15.68218425,New,New,0
Truck,37020.44941,Poor,0,1,Petrol,Automatic,2000,18930.68113,21/9/2023,3/6/2024,First,20023.03414,1,3,13.90927539,New,New,0
Truck,62903.46414,Good,1,1,Diesel,Automatic,1500,133435.6728,22/2/2024,7/3/2026,First,27210.58149,1,2,17.87868431,Good,New,0
Truck,70833.20452,Good,2,10,Diesel,Manual,800,3919.539648,9/5/2023,8/1/2026,Second,9232.826496,6,0,11.72604157,Good,New,0
Truck,55129.36838,Good,1,2,Electric,Manual,2000,5005.30405,29/7/2023,1/1/2026,First,27264.71326,5,2,12.95556679,Good,Good,0
Truck,66674.89452,Good,3,1,Diesel,Automatic,2500,142571.2438,4/2/2024,11/6/2025,Second,21596.15841,5,2,16.7231801,New,New,0
Truck,71703.50593,Poor,1,8,Petrol,Manual,2000,104160.1836,18/8/2023,30/4/2025,First,6227.116705,9,1,17.9620546,New,Good,0
Truck,69211.85137,Average,2,7,Electric,Automatic,1500,81984.81789,13/9/2023,26/12/2025,Third,10392.58764,3,2,11.03570285,Good,Good,0
Truck,68940.02558,Average,2,10,Petrol,Manual,2500,138164.5462,2/7/2023,6/8/2025,Second,20248.091,5,2,16.26825549,New,Good,0
Truck,47353.38691,Poor,0,1,Diesel,Manual,1000,57289.26146,4/1/2024,20/11/2025,First,18359.2662,3,1,12.01672815,Good,New,0
Truck,72733.52866,Good,3,4,Diesel,Automatic,2000,99901.0425,6/9/2023,26/9/2024,Second,31158.94685,3,2,18.8667004,New,New,0
Truck,72477.8533,Good,1,9,Diesel,Manual,2500,135475.0891,14/12/2023,12/1/2025,First,24770.88727,4,0,12.11598266,New,New,0
Truck,59872.28532,Poor,0,5,Electric,Manual,2500,13267.2773,22/8/2023,4/11/2025,Second,6976.628394,10,0,15.69456047,New,Good,0
Truck,56113.37798,Good,2,1,Diesel,Manual,1000,141014.4098,6/7/2023,18/9/2024,First,7335.377216,2,2,16.73205276,Good,Good,0
Truck,75591.61405,Good,2,4,Petrol,Automatic,1000,58643.71835,5/1/2024,9/5/2024,Third,27494.82872,4,1,16.96360747,Good,Good,0
Truck,72539.05393,Average,0,4,Electric,Manual,1000,46025.48823,19/10/2023,16/1/2026,Third,26948.36224,7,3,13.28401198,New,New,0
Truck,75515.71609,Poor,0,4,Electric,Manual,2000,62860.47983,9/4/2023,17/3/2025,First,23295.44318,4,1,18.83962145,Good,New,0
Truck,49532.81939,Poor,1,6,Electric,Manual,800,27500.24536,9/6/2023,14/3/2026,Second,25333.03152,9,1,13.16133832,New,Good,0
Truck,38532.20485,Average,0,8,Petrol,Manual,1500,108264.2998,3/2/2024,19/3/2026,First,22537.06992,2,1,13.82718841,Worn Out,New,0
Truck,34445.79607,Good,3,9,Diesel,Manual,1500,44452.47877,11/8/2023,3/6/2024,First,26947.518,6,3,11.8115414,Good,Good,0
Truck,31412.47928,Average,2,6,Petrol,Manual,1500,39621.68101,10/5/2023,25/3/2026,First,27598.21642,5,2,12.16168376,Worn Out,New,0
Truck,68054.74656,Average,1,7,Diesel,Automatic,1000,121573.215,21/11/2023,2/9/2024,Third,26992.19775,9,1,12.71445367,Worn Out,Good,0
Truck,79697.45377,Average,0,8,Petrol,Manual,800,3129.991244,23/11/2023,24/7/2024,First,18485.33594,5,3,16.15108589,New,New,0
Truck,42016.66466,Good,3,8,Petrol,Automatic,2000,87363.36581,5/10/2023,25/5/2025,First,15475.8523,5,2,18.87347637,Worn Out,New,0
Truck,53582.00133,Poor,0,9,Petrol,Manual,2500,118282.8532,5/4/2023,17/1/2026,Third,26105.2423,1,1,13.36666482,New,New,0
Truck,44537.76836,Average,2,1,Petrol,Automatic,2000,23846.38625,22/8/2023,19/8/2025,First,9662.652174,7,0,13.64885242,Worn Out,New,0
Truck,61544.218,Average,1,7,Petrol,Manual,1500,47952.57778,23/4/2023,2/7/2025,Third,9176.561406,3,1,18.55743746,Good,New,0
Truck,71682.77654,Good,0,1,Petrol,Automatic,1500,59638.62686,6/9/2023,22/11/2025,Second,27256.35146,8,1,18.74241637,Good,New,0
Truck,34479.07467,Good,1,9,Electric,Manual,2000,133285.1919,30/4/2023,2/7/2024,Third,25565.34467,4,1,13.82444299,Worn Out,Good,0
Truck,55382.98284,Good,0,2,Electric,Automatic,1000,122451.2913,26/12/2023,8/7/2025,First,8766.047494,6,0,11.60176043,New,New,0
Truck,68260.05921,Poor,1,2,Electric,Automatic,2000,136795.3825,14/10/2023,11/4/2025,First,25840.82898,2,2,19.00168325,New,Good,0
Truck,70345.47188,Average,0,9,Electric,Manual,800,121796.2517,27/9/2023,30/11/2025,Third,6448.981734,2,2,17.46834816,Good,Good,0
Truck,64221.93228,Poor,1,8,Petrol,Automatic,2500,148329.6071,2/12/2023,27/4/2025,First,12333.80462,4,1,17.26116089,Good,New,0
Truck,50606.01125,Good,2,4,Electric,Automatic,1500,74304.99351,1/2/2024,17/2/2026,Second,29760.84782,7,0,20.46068623,Good,New,0
Truck,39773.53667,Poor,0,1,Petrol,Manual,800,11668.31131,7/9/2023,27/4/2025,Second,16072.11275,6,0,19.39010233,New,Good,0
Truck,43568.04252,Good,3,7,Electric,Manual,1000,109998.9832,1/1/2024,5/9/2024,Second,15142.87032,6,2,19.13791264,New,New,0
Truck,46911.70826,Average,2,2,Electric,Automatic,1500,59057.9411,28/12/2023,9/7/2025,Third,9017.000923,7,2,18.86531909,Worn Out,Good,0
Truck,32635.62552,Poor,1,7,Petrol,Manual,800,83841.06311,6/4/2023,16/11/2024,First,7848.379864,4,2,14.02424295,Good,Good,0
Truck,51496.80345,Average,1,1,Petrol,Manual,1000,127392.1909,21/1/2024,27/3/2025,First,20422.58241,6,3,14.92415683,Good,New,0
Truck,65104.122,Average,0,8,Electric,Automatic,2500,46900.53213,21/7/2023,4/2/2025,Third,14395.21605,3,2,15.67175312,New,Good,0
Truck,47782.16063,Average,2,9,Diesel,Automatic,1500,71333.57777,25/6/2023,31/5/2024,Third,13901.1211,4,0,14.42507757,Worn Out,Good,0
Truck,45775.73783,Good,3,10,Petrol,Manual,2000,92247.09259,26/1/2024,18/11/2025,Second,25067.17548,2,0,14.82034876,Good,Good,0
Truck,58858.63108,Good,2,3,Petrol,Automatic,2500,5272.62558,16/6/2023,13/8/2025,First,22316.25442,1,2,11.97888504,New,Good,0
Truck,70505.03995,Good,2,4,Electric,Manual,1500,54858.41294,12/10/2023,12/10/2024,Second,5449.568441,8,0,13.27985744,New,New,0
Truck,54922.62551,Poor,0,4,Petrol,Automatic,1500,92128.86146,30/4/2023,18/12/2024,Second,15758.86601,1,2,16.25460877,Good,New,0
Truck,55448.04181,Average,0,7,Diesel,Automatic,800,145026.3283,11/8/2023,22/1/2026,First,6158.427625,5,2,16.14714403,New,Good,0
Truck,68397.58818,Poor,1,7,Petrol,Manual,2000,121430.2186,18/7/2023,16/1/2026,Second,18792.2787,1,3,13.11227533,Worn Out,New,0
Truck,46704.91156,Good,1,2,Petrol,Automatic,2000,43271.32222,7/2/2024,29/11/2025,First,22917.98375,4,1,17.55634424,New,New,0
Truck,78500.7663,Poor,0,1,Electric,Automatic,1500,146757.3217,3/6/2023,8/10/2025,Third,22508.78185,4,1,12.58091324,Worn Out,New,0
Truck,41733.92022,Average,0,10,Diesel,Manual,1500,34177.86727,10/7/2023,25/7/2025,Third,5340.351557,6,1,15.08972874,New,New,0
Truck,58103.22658,Poor,1,1,Electric,Manual,2000,116305.2201,13/6/2023,4/1/2025,Second,18483.51188,1,3,17.7154746,Good,Good,0
Truck,68001.97255,Good,2,1,Electric,Manual,800,107313.3017,25/6/2023,26/6/2024,First,12940.81967,1,2,14.75689734,Worn Out,Good,0
Truck,77225.26425,Poor,0,5,Diesel,Automatic,1000,60090.75982,10/4/2023,23/11/2024,First,29765.92998,4,3,18.75435151,Good,Good,0
Truck,75082.69396,Good,2,7,Petrol,Automatic,2500,46324.47885,18/2/2024,24/6/2025,Second,16482.30115,2,3,16.65035947,Good,Good,0
Truck,46576.29247,Good,1,4,Electric,Automatic,800,75863.51542,21/6/2023,9/12/2025,Third,24635.75783,7,2,11.21427891,Good,Good,0
Truck,38640.70306,Good,2,5,Diesel,Manual,1000,86884.50581,2/6/2023,29/7/2025,First,20010.44609,2,1,12.90040002,Good,Good,0
Truck,39758.41004,Good,1,2,Petrol,Automatic,1500,46801.71369,24/4/2023,9/7/2024,First,9970.17242,4,3,10.67526557,Worn Out,Good,0
Truck,42658.67912,Poor,1,3,Petrol,Automatic,800,51551.59101,13/4/2023,30/4/2024,Third,23971.57588,7,3,16.29330087,Good,New,0
Truck,34056.50169,Poor,0,8,Petrol,Automatic,2000,31879.14089,19/5/2023,28/7/2024,Third,23891.62677,5,3,17.42377309,Good,Good,0
Truck,54861.28499,Good,3,9,Petrol,Automatic,800,81798.82932,30/10/2023,9/11/2024,Second,6806.962592,8,1,16.3051945,Good,New,0
Truck,78014.27081,Good,1,1,Electric,Manual,2500,136652.9021,21/5/2023,19/9/2025,Third,9390.565043,3,3,13.08990141,Worn Out,Good,0
Truck,59592.23478,Average,1,2,Petrol,Automatic,2500,81445.28572,16/8/2023,30/6/2025,Third,16242.73763,2,3,14.01750137,Good,Good,0
Truck,46218.35528,Good,2,6,Electric,Manual,2000,68935.65656,3/5/2023,27/6/2025,Second,11825.22452,4,0,16.10482256,New,New,0
Truck,36068.7019,Good,0,4,Diesel,Automatic,1500,116472.5985,25/1/2024,18/9/2025,First,30926.29074,2,1,11.61395696,Worn Out,New,0
Truck,66988.53581,Poor,1,6,Petrol,Manual,800,60339.87098,12/7/2023,31/8/2024,First,9392.67842,2,0,14.96228133,Good,New,0
Truck,57820.07573,Average,1,8,Petrol,Manual,1500,135143.3877,10/9/2023,31/12/2024,First,14309.28069,2,2,11.91997986,Good,New,0
Truck,53668.55746,Average,2,5,Diesel,Automatic,1500,78826.37311,17/7/2023,10/11/2025,Second,8904.303804,3,3,19.83598046,New,New,0
Truck,31544.01635,Poor,0,5,Diesel,Manual,800,3831.909303,1/6/2023,5/6/2024,First,21618.50885,6,1,12.81864237,Worn Out,New,0
Truck,33096.36619,Good,1,2,Electric,Automatic,2500,56713.82806,18/9/2023,1/5/2025,First,12321.18538,9,0,18.02910289,New,Good,0
Truck,45956.90974,Average,1,1,Petrol,Manual,1000,28416.56246,19/5/2023,26/1/2025,Second,28824.72403,1,2,15.39639598,Worn Out,Good,0
Truck,70453.5056,Poor,1,3,Diesel,Automatic,2500,108935.9531,12/5/2023,28/8/2025,First,15561.62829,6,1,10.10589953,Good,Good,0
Truck,48960.11992,Good,0,7,Electric,Manual,1500,32593.06696,28/8/2023,7/5/2025,Third,5536.638277,3,1,10.33056669,Worn Out,Good,0
Truck,55385.84326,Average,2,1,Diesel,Automatic,1500,76401.09784,9/4/2023,1/10/2024,Second,15573.10949,2,2,10.17015791,Worn Out,New,0
Truck,81323.76788,Good,0,6,Petrol,Manual,2500,101572.6591,8/8/2023,27/2/2025,Third,16926.73456,2,3,12.51949877,Worn Out,Good,0
Truck,55609.43823,Good,0,8,Petrol,Manual,1500,51938.55862,12/2/2024,25/3/2025,Second,25376.73813,10,1,18.65013141,Good,New,0
Truck,50389.39893,Good,2,7,Petrol,Automatic,800,10477.51301,21/4/2023,31/7/2024,Second,9483.166402,9,1,12.27707417,Good,New,0
Truck,51665.83822,Poor,0,6,Diesel,Automatic,2500,10157.93449,26/4/2023,21/4/2025,Third,18224.26757,5,2,15.71523543,Worn Out,Good,0
Truck,30978.60817,Good,0,3,Petrol,Automatic,1500,119635.0177,9/5/2023,6/11/2024,First,12398.40067,6,3,10.60531127,New,New,0
Truck,39705.99822,Good,3,2,Diesel,Manual,1500,47059.59794,26/11/2023,17/10/2025,Second,29424.67997,10,0,14.38605026,Good,New,0
Truck,66058.90474,Average,0,6,Petrol,Automatic,2000,117668.9089,3/11/2023,16/6/2025,First,14263.96535,4,3,17.36873493,Good,New,0
Truck,57626.13821,Poor,0,2,Electric,Manual,800,135150.5879,29/1/2024,8/12/2025,First,21925.51131,5,2,13.3610778,New,Good,0
Truck,54233.25981,Good,3,7,Petrol,Manual,1000,29174.65853,2/8/2023,7/7/2024,First,9136.364911,9,0,10.51113785,Worn Out,New,0
Truck,76818.76203,Poor,1,1,Electric,Manual,800,1584.129969,31/10/2023,13/1/2026,First,14456.34752,9,1,16.17217376,Worn Out,Good,0
Truck,71749.35974,Average,2,10,Petrol,Automatic,2500,14969.14049,6/2/2024,7/5/2024,First,12674.97994,1,1,12.71154444,Worn Out,New,0
Truck,73921.04648,Good,2,9,Electric,Automatic,2500,119510.7281,3/1/2024,14/9/2025,Second,5158.315122,5,3,19.64570242,Good,Good,0
Truck,73161.92172,Poor,0,8,Petrol,Manual,2500,21463.60376,25/11/2023,28/11/2024,Second,12518.42003,6,2,10.86662989,New,Good,0
Truck,72806.87385,Good,0,6,Diesel,Manual,2000,90030.49939,13/6/2023,14/10/2024,Second,19976.3108,9,0,14.48706056,New,New,0
Truck,39901.98371,Good,1,8,Electric,Manual,2500,132407.6833,3/11/2023,10/8/2025,Third,14327.01893,7,0,17.63571802,Worn Out,New,0
Truck,56862.93326,Good,1,1,Petrol,Manual,1500,25982.3848,11/2/2024,22/6/2025,Second,17340.47941,1,3,10.39808947,Good,New,0
Truck,45539.72503,Average,0,8,Petrol,Automatic,2000,78071.68455,11/2/2024,21/7/2024,First,8714.950634,4,2,15.60332842,New,New,0
Truck,33604.57654,Poor,0,6,Petrol,Manual,800,129329.5775,24/9/2023,5/11/2025,First,22200.77576,10,1,12.22360277,Worn Out,New,0
Truck,63192.08729,Average,0,9,Electric,Automatic,2000,35416.14614,11/4/2023,1/9/2024,Second,9838.459488,10,1,13.17103125,New,New,0
Truck,46994.93481,Average,0,9,Petrol,Manual,2500,136998.5795,29/12/2023,12/7/2024,Second,11447.18222,5,3,12.89438624,Good,Good,0
Truck,65453.14662,Poor,1,7,Petrol,Automatic,2500,69711.69296,22/10/2023,24/5/2024,Second,11056.13511,5,2,16.52671992,Worn Out,Good,0
Truck,44121.13791,Good,1,3,Diesel,Automatic,2000,1596.802567,29/8/2023,12/2/2026,Third,13911.57006,5,3,13.7352864,New,New,0
Truck,63919.09387,Average,2,7,Diesel,Automatic,1000,76323.44344,21/2/2024,10/9/2024,First,26128.3496,4,3,19.24899863,Good,Good,0
Truck,53417.09266,Average,0,4,Petrol,Manual,2000,16302.30014,1/8/2023,24/9/2025,First,23483.48316,2,2,17.78600529,Good,Good,0
Truck,81189.9312,Poor,0,8,Diesel,Manual,2000,105492.5749,7/8/2023,1/12/2025,Third,7566.280137,2,3,10.78590257,New,New,0
Truck,45672.75341,Good,1,7,Diesel,Automatic,2000,68143.97752,10/1/2024,18/6/2024,Third,8108.462758,6,3,11.69124905,Good,Good,0
Truck,77281.45047,Poor,1,6,Electric,Manual,2500,27401.5464,24/2/2024,6/1/2026,First,24077.33282,7,1,17.81653021,New,Good,0
Truck,55787.79804,Average,0,8,Petrol,Manual,1000,37447.40192,3/6/2023,15/2/2026,First,16876.78123,9,1,14.52915762,Good,Good,0
Truck,47728.45761,Average,1,9,Petrol,Manual,2500,137999.6808,31/3/2023,3/1/2025,First,25400.08205,8,0,18.38985091,Worn Out,Good,0
Truck,70435.55969,Poor,0,3,Diesel,Manual,800,71320.31509,1/8/2023,28/12/2024,Second,11056.5223,6,0,11.72974111,New,New,0
Truck,63164.38936,Good,2,6,Petrol,Automatic,1500,103580.7405,28/7/2023,10/8/2024,First,7690.889368,7,2,17.66650999,New,Good,0
Truck,34682.26588,Average,1,5,Diesel,Automatic,1500,52251.11409,6/11/2023,13/10/2025,Third,19543.52989,1,2,14.62277624,New,Good,0
Truck,41320.43596,Average,1,9,Diesel,Manual,1000,16545.20249,13/2/2024,30/9/2025,Third,6488.253574,2,3,12.0151108,Worn Out,Good,0
Truck,46143.58996,Poor,0,4,Electric,Automatic,800,81777.40061,15/2/2024,12/6/2025,Third,14113.0647,7,0,15.12423005,New,Good,0
Truck,73942.85006,Average,0,6,Diesel,Manual,1500,116910.7187,8/5/2023,25/6/2025,First,19178.31902,3,1,16.42197105,Good,Good,0
Truck,44504.24372,Good,3,7,Electric,Automatic,1000,16893.2824,5/2/2024,1/4/2025,Third,7607.582701,5,3,16.47050564,New,Good,0
Truck,38084.96641,Average,1,6,Electric,Manual,1500,100110.3449,6/12/2023,14/3/2025,Second,28466.87274,6,3,10.7245565,New,New,0
Truck,62695.02166,Good,0,6,Petrol,Manual,1000,132133.2431,16/10/2023,26/11/2025,First,27842.27876,9,1,18.88826703,New,New,0
Truck,34479.22412,Average,0,4,Electric,Automatic,2000,126020.2885,19/6/2023,16/9/2024,Third,18419.59395,7,0,12.90619377,Good,New,0
Truck,45462.67224,Good,0,2,Diesel,Automatic,2000,71241.04846,10/2/2024,3/1/2026,Third,25312.99402,10,0,17.07651444,Worn Out,Good,0
Truck,61805.60054,Average,0,5,Electric,Manual,2500,19204.41336,21/1/2024,29/5/2025,Third,10135.22357,6,2,15.11218511,New,Good,0
Truck,51022.9263,Good,2,9,Petrol,Manual,2500,140789.6184,6/4/2023,14/9/2025,First,17195.89587,9,0,19.51585812,Good,New,0
Truck,60231.43416,Poor,1,8,Electric,Manual,2500,11169.35521,11/8/2023,13/8/2024,Third,24850.44362,1,3,11.26506633,Good,New,0
Truck,51829.11286,Good,1,9,Petrol,Automatic,1500,59988.92121,20/1/2024,3/6/2024,First,6291.965505,5,3,10.79249303,Good,Good,0
Truck,32756.74238,Good,2,4,Electric,Automatic,1000,132657.5571,3/4/2023,28/6/2025,Second,27277.79492,10,1,12.33429847,Worn Out,Good,0
Truck,51908.71356,Good,2,9,Diesel,Automatic,2500,67698.8122,24/4/2023,27/8/2024,Third,26206.50647,5,3,16.43694667,Worn Out,New,0
Truck,47076.44944,Average,2,9,Diesel,Manual,1500,1780.545853,23/11/2023,25/8/2025,Second,8985.690022,8,1,11.55613583,Worn Out,New,0
